reopening_report_date,reclosure_report_date,reopening_source,reclosure_source,reopening_duration_days,reopening_duration_weeks,serviceability_week,serviceability,reclosure_severity,reclosure_duration_status,severity_evidence_status
2026-06-18,2026-07-11,https://wwwcdn.imo.org/localresources/en/MediaCentre/HotTopics/Documents/JMIC%20Advisory%20Note%2000926%20SoH%20open.pdf,https://apnews.com/article/iran-united-states-trump-khamenei-funeral-533b52cf249314ba1d9b5f9a30b1ca43,23,3.2857142857142856,2026-07-13,0.164,0.836,right_censored_at_frozen_vintage,current_manuscript_estimate_to_be_regenerated_in_5.2.1
