reference_network_exposure,gateway_scale_sum,hormuz_q90_model_units,quantile,pre_event_cutoff_exclusive,model_unit_tonnes
0.02630099034715487,102.29650000000001,3889.4543000000003,0.9,2026-02-23,1000.0
