base_policy,restriction,path_id,path_content_sha256,training_seed,scope,period_offset,resource,stage,location,base_capacity,active_direct_capacity,exercised_readiness_capacity,effective_capacity,feedback_multiplier,yard_to_berth_feedback,corridor_to_gate_feedback,shared_corridor_weight,resource_workload,resource_threshold,resource_pressure,resource_overload_ratio,resource_overload_mass,implemented_readiness_order,implemented_direct_order,implemented_readiness_exercise
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.5281967671512326,102.29650000000001,0.005163390410729914,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,50,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,51,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,52,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,53,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,54,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,55,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,56,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,57,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,58,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
