base_policy,restriction,path_id,path_content_sha256,training_seed,scope,period_offset,resource,stage,location,base_capacity,active_direct_capacity,exercised_readiness_capacity,effective_capacity,feedback_multiplier,yard_to_berth_feedback,corridor_to_gate_feedback,shared_corridor_weight,resource_workload,resource_threshold,resource_pressure,resource_overload_ratio,resource_overload_mass,implemented_readiness_order,implemented_direct_order,implemented_readiness_exercise
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,1,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,1,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,1,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,1,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,1,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,2,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,0.0,30.796000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,13.807995344946825,30.796000000000003,0.44836976701347003,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,3,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,0.6999581973145119,1.4997000000000007,0.46673214463860213,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,9.695204269308487,30.796000000000003,0.31482024513925466,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,0.0,102.29650000000001,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,0.0,1.4997000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,13.807995344946825,30.796000000000003,0.44836976701347003,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,4,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,5.326284324389581,1.4997000000000007,3.5515665295656325,2.5515665295656325,3.8265843243895805,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,29.12228124955553,30.796000000000003,0.9456514238717862,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,13.807995344946825,102.29650000000001,0.13498013465706865,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,5,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,4.866183545334559,70.0008,0.06951611332062718,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,11.011909539861076,1.4997000000000007,7.3427415748890255,6.3427415748890255,9.512209539861075,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,42.83207070452835,30.796000000000003,1.3908322738189487,0.3908322738189487,12.036070704528345,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,32.2957,102.29650000000001,0.31570679348755815,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,4.866183545334559,70.0008,0.06951611332062718,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,6,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,13.997453075445422,70.0008,0.19996133009116215,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,16.344682441493752,1.4997000000000007,10.898634687933416,9.898634687933416,14.844982441493752,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,berth:Khor Fakkan,berth,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,43.39884727219781,30.796000000000003,1.4092365005909147,0.40923650059091465,12.60284727219781,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,berth:Sohar,berth,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,0.0,70.0008,0.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,corridor:landbridge_shared,corridor,landbridge_shared,102.29650000000001,0.0,0.0,102.29650000000001,1.0,1.0,1.0,,37.16188354533456,102.29650000000001,0.3632761975760124,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,gate:Fujairah,gate,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,1.0,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,gate:Khor Fakkan,gate,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,1.0,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,gate:Sohar,gate,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,1.0,13.997453075445422,70.0008,0.19996133009116215,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,yard:Fujairah,yard,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,1.4997000000000007,1.4997000000000007,1.0,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,yard:Khor Fakkan,yard,Khor Fakkan,30.796000000000003,0.0,0.0,30.796000000000003,1.0,1.0,1.0,,30.796,30.796000000000003,0.9999999999999999,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,7,yard:Sohar,yard,Sohar,70.0008,0.0,0.0,70.0008,1.0,1.0,1.0,,16.04000120167691,70.0008,0.22914025556389225,0.0,0.0,0.0,0.0,0.0
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,8,berth:Fujairah,berth,Fujairah,1.4997000000000007,0.0,0.0,1.4997000000000007,1.0,1.0,1.0,,20.026304085560817,1.4997000000000007,13.35354009839355,12.35354009839355,18.526604085560816,0.0,0.0,0.0
