policy,scope,period_offset,physical_paths,learning_seed_aggregation,mean__queue_loss,q25__queue_loss,q75__queue_loss,mean__waiting_loss,q25__waiting_loss,q75__waiting_loss,mean__direct_sue_exit_mass,q25__direct_sue_exit_mass,q75__direct_sue_exit_mass,mean__duration_attrition_mass,q25__duration_attrition_mass,q75__duration_attrition_mass,mean__overload_loss,q25__overload_loss,q75__overload_loss,mean__route_resource_loss,q25__route_resource_loss,q75__route_resource_loss,mean__action_loss,q25__action_loss,q75__action_loss,mean__delivered_landbridge,q25__delivered_landbridge,q75__delivered_landbridge,mean__waiting_before,q25__waiting_before,q75__waiting_before,mean__outstanding_after,q25__outstanding_after,q75__outstanding_after,mean__queue_berth,q25__queue_berth,q75__queue_berth,mean__queue_yard,q25__queue_yard,q75__queue_yard,mean__queue_gate,q25__queue_gate,q75__queue_gate,mean__queue_landbridge,q25__queue_landbridge,q75__queue_landbridge,mean__action_readiness_order_model_units,q25__action_readiness_order_model_units,q75__action_readiness_order_model_units,mean__action_readiness_order_reference_ratio,q25__action_readiness_order_reference_ratio,q75__action_readiness_order_reference_ratio,mean__action_direct_order_model_units,q25__action_direct_order_model_units,q75__action_direct_order_model_units,mean__action_direct_order_reference_ratio,q25__action_direct_order_reference_ratio,q75__action_direct_order_reference_ratio,mean__action_readiness_exercise_model_units,q25__action_readiness_exercise_model_units,q75__action_readiness_exercise_model_units,mean__action_readiness_exercise_reference_ratio,q25__action_readiness_exercise_reference_ratio,q75__action_readiness_exercise_reference_ratio,mean__action_release_model_units,q25__action_release_model_units,q75__action_release_model_units,mean__action_release_reference_ratio,q25__action_release_reference_ratio,q75__action_release_reference_ratio,mean__action_disclosure_model_units,q25__action_disclosure_model_units,q75__action_disclosure_model_units,mean__action_disclosure_reference_ratio,q25__action_disclosure_reference_ratio,q75__action_disclosure_reference_ratio
Model-guided constrained SAC,decision,2,88,within_path_first,0.0,0.0,0.0,43.00929028521187,35.611388025679474,51.25680122939427,1.4499305599503173e-07,1.2198631289498826e-07,1.6931929469120945e-07,0.0006559669828769224,0.00035232740921436665,0.0008636964320831583,0.0,0.0,0.0,31.01141320751866,27.276783447916493,33.89505552118255,0.3881632916746387,0.3822284445036232,0.39624992913411744,0.0,0.0,0.0,35.88952658521234,31.233198359357495,40.706479885462294,185.70474864263323,168.31235029315445,204.50307369952662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3471536437044258,0.3417415655248603,0.3542054187255903,0.0008484005897181863,0.0008351741396940761,0.0008656342561221309,0.34243752904575603,0.33716262607782005,0.3496015132782449,0.0008368749885034093,0.0008239837777387789,0.0008543828803484109,0.0,0.0,0.0,0.0,0.0,0.0,0.0008550686622380096,0.00084153158161425,0.0008717376741452167,0.0008550686622380096,0.00084153158161425,0.0008717376741452167,0.002331557165828678,0.00229062121927195,0.0023789128770409333,0.0007771857219428927,0.0007635404064239833,0.0007929709590136445
Model-guided constrained SAC,decision,3,88,within_path_first,8.78013172000521,4.769640431030636,11.555937686841233,102.40831960833857,89.9850471811872,115.33350754767369,1.9482885170363423e-07,1.4999098917092058e-07,2.2222941659674262e-07,0.004830756167740487,0.0036746521589051664,0.0057005185139857,0.0,0.0,0.0,30.554479547067785,27.21417205938556,33.896515145725004,8.05674709017397,0.4800870777749746,0.5103568306232391,0.0,0.0,0.0,59.45085670203525,54.13487920571416,65.15405306644557,264.63298880847464,241.860503252633,285.7187791008886,0.0,0.0,0.0,8.78013172000521,4.769640431030636,11.555937686841233,0.0,0.0,0.0,0.0,0.0,0.0,6.971377024192401,0.4312626441140552,0.45922679197467847,0.01703718363822907,0.001053952589076985,0.00112229350949123,7.134095456454944,0.42321670055031524,0.4497204372497345,0.017434847371256456,0.0010342892976551378,0.0010990611537289507,0.0,0.0,0.0,0.0,0.0,0.0,0.0230528760258895,0.0010542632157714334,0.0011236882094175752,0.0230528760258895,0.0010542632157714334,0.0011236882094175752,0.05122950569497167,0.0030124931091306,0.0032091129150412833,0.017076501898323892,0.0010041643697102,0.001069704305013761
Model-guided constrained SAC,decision,4,88,within_path_first,46.685672791031976,39.45343448468317,54.68919825571584,179.93938099854594,163.70158504756887,191.66269251637357,7.094089110261291e-07,5.674906891558728e-07,8.326417179284983e-07,0.010890370460617306,0.009798187360975291,0.011727286416845933,0.5172392596535414,0.02892831621510344,0.032268317512023637,35.54443369139601,32.63710163615768,38.67673661689608,52.266655098051054,54.44958118574982,54.55861296347144,0.0,0.0,0.0,81.35609236244741,74.89814286066958,87.55453261169683,347.7995699684782,321.93293679896476,372.6533092960982,5.825283721673066,2.1624820263727695,8.887943569428629,32.0802573493537,31.528788662090932,32.32778286947413,8.78013172000521,4.769640431030636,11.555937686841233,0.0,0.0,0.0,44.72807445291003,46.48973477373739,46.73448114540274,0.1093098846317079,0.11361516467752411,0.11421329455407259,46.343725831790444,48.27013341678055,48.37665919806816,0.11325833687318344,0.11796623886638487,0.11822657470702361,0.0,0.0,0.0,0.0,0.0,0.0,0.1591108719082048,0.1629801638081936,0.1690771655219866,0.1591108719082048,0.1629801638081936,0.1690771655219866,0.33191995964685267,0.34556761717738294,0.3466134450967673,0.11063998654895087,0.1151892057257943,0.11553781503225577
Model-guided constrained SAC,decision,5,88,within_path_first,95.12031230247635,84.54326566813735,105.17012157502683,241.94121155159556,224.5738129360093,256.8259730847611,1.918545863444505e-06,1.5168157333463772e-06,2.1699671683383413e-06,0.016081386403756805,0.014273788465745191,0.017617153663578283,6.03085139125489,5.341878595349542,6.945590346413731,39.14361955848478,35.439031492131726,42.37423141370701,53.92608534303242,53.83140573780665,54.015112393811854,8.78013172000521,4.769640431030636,11.555937686841233,102.19002298676811,94.59998660195258,108.35264759683126,418.0644611525837,394.5577015936509,438.37758488828604,16.1441570815542,9.893867818758652,23.31916590663306,38.152048466425896,36.86771548197122,39.62754425402789,32.04397503449104,31.50798161188527,32.32765483095257,8.78013172000521,4.769640431030636,11.555937686841233,46.01980241820582,45.89054152663607,46.16396836284687,0.11246670809413278,0.11215081045450252,0.1128190318408911,47.8306293355114,47.75294463344492,47.901085279535636,0.11689214522371584,0.11670229341532926,0.11706433084107382,0.0,0.0,0.0,0.0,0.0,0.0,0.18953229538900446,0.18503416804123174,0.1941774323297581,0.18953229538900446,0.18503416804123174,0.1941774323297581,0.342980705245308,0.34214748478618473,0.34386394682843724,0.11432690174843599,0.11404916159539491,0.11462131560947908
Model-guided constrained SAC,decision,6,88,within_path_first,143.68827248795913,131.90679200525878,152.7958812730459,294.3387100903341,276.2263144630533,307.1811902651051,3.494156629993291e-06,2.6267013325005994e-06,4.089516179303396e-06,0.018712528307224266,0.016716460563967084,0.02064090711155314,11.834224348120058,9.375500358255717,11.731163656322897,44.267851600670525,40.80675156648662,48.172854853602715,53.62719100024704,53.56396376847937,53.71025903210944,32.02896852865005,31.50798161188527,32.32765483095257,120.21225736565492,113.1339181491644,126.22079683732449,466.08717087986855,441.82676905215254,486.49303103546777,27.927109981772684,18.74646583034204,37.52652523698857,45.58189082123792,44.01527943476316,47.219817183958746,38.15030315629845,36.85906117340127,39.60947304104217,32.02896852865005,31.50798161188527,32.32765483095257,45.661301938586774,45.49594312704897,45.81751345007258,0.11159057724014695,0.11118646074657727,0.11197233886318832,47.5782745853706,47.52296703415519,47.64650228536283,0.11627542141072907,0.11614025659273577,0.11644216147513067,0.0,0.0,0.0,0.0,0.0,0.0,0.20948428250023968,0.20443976601122033,0.21500997833298835,0.20948428250023968,0.20443976601122033,0.21500997833298835,0.3412536725530963,0.3403298953955793,0.34218252965161167,0.11375122418436545,0.1134432984651931,0.11406084321720389
Model-guided constrained SAC,decision,7,88,within_path_first,171.49359005049047,156.24402765922702,185.65870099669593,337.5241663887886,317.8264446542485,353.9241434083973,5.128382035506037e-06,3.781688090996422e-06,6.103499748621894e-06,0.021257663091614008,0.01923373617345065,0.02317907286196423,19.169923164835176,13.053008046053048,24.453203617194223,43.73731611758017,38.72314622212865,48.59984931025382,53.26779151556643,53.17373103880166,53.3637598595506,38.081616527933996,36.751342358330675,39.5254237617241,135.15646131366432,128.07871542470278,141.0770645502132,497.1143605321493,471.2122398828159,521.450842446835,40.10358899252237,27.697169257606923,53.304743572192876,47.66238918541924,46.16483025573489,49.36326853527366,45.645995344614896,44.07815937288613,47.23600425544462,38.081616527933996,36.751342358330675,39.5254237617241,45.03680506744602,44.821235182173766,45.276201699005,0.11006438408803336,0.10953755793740194,0.11064943986110226,47.30171237733964,47.23541720850925,47.36756460221444,0.11559953756320997,0.1154375203660664,0.11576047226008328,0.0,0.0,0.0,0.0,0.0,0.0,0.22710990780703275,0.21959117619473023,0.23517916174163583,0.22710990780703275,0.21959117619473023,0.23517916174163583,0.33647850479603764,0.3352252553385684,0.33760402563762154,0.1121595015986792,0.11174175177952281,0.11253467521254051
Model-guided constrained SAC,decision,8,88,within_path_first,191.2632954351655,175.28122950835046,204.3549499683465,371.6337162352743,351.5544304681577,389.3476933246226,7.027382978565058e-06,5.151013253398284e-06,8.236173972997098e-06,0.025662555654925725,0.02336694397433904,0.028334036842124877,27.9239004107828,17.52319162618189,33.39701581414129,53.19201429026059,47.73449012482143,56.93033199307027,53.11508944767473,53.011485780935445,53.22600799255565,45.63493564863557,44.07815937288613,47.1888552495979,141.94960000800276,134.76778116857338,149.23262541174046,535.5922149595772,507.66614322279065,559.1785089935652,52.65218607231946,38.89973521856243,62.310909900959544,45.30630091961793,43.8182552001713,46.94109338140308,47.669872794592514,46.190390346792825,49.359559834894,45.63493564863557,44.07815937288613,47.18885524959791,44.43441957214572,44.248970165436354,44.63156584526521,0.1085922284050425,0.10813901298049383,0.10907402952511866,47.13146161615409,47.051938862590525,47.210022211496415,0.1151834657494491,0.11498912197042549,0.11537545813272303,0.7633096398638273,0.7633096398638273,0.7633096398638273,0.0018654343986935701,0.0018654343986935701,0.0018654343986935701,0.25027607942427504,0.23980095936138074,0.25885075751847947,0.25027607942427504,0.23980095936138074,0.25885075751847947,0.3339116800194521,0.3326175298578674,0.3353694940261456,0.11130389333981737,0.11087250995262247,0.11178983134204853
Model-guided constrained SAC,decision,9,88,within_path_first,205.63821845911727,189.98762377229826,220.2891766217673,405.50775513837834,385.92684782790974,418.85283941929663,9.755100453726567e-06,7.19107419382805e-06,1.1293777057414096e-05,0.02810253267860652,0.025785869474243127,0.030437317738283093,35.75096533581339,21.535427867104442,46.29193750779358,62.07345430513508,56.11988839385723,66.92102949595346,52.556431821457906,52.481957479491044,52.65378353958799,47.65717174326074,46.168903907670575,49.352332246436596,153.1710604657743,146.23807614149788,159.5804851310085,577.820596542546,546.8979354383057,598.9265371290653,63.05716258708824,50.02767098958953,75.23917452952534,49.605239779553536,47.641847540757624,51.52510659258908,45.31864434921477,43.83598371700949,46.95278783615963,47.65717174326073,46.168903907670575,49.35233224643659,43.86881833327477,43.670911117664716,44.100045299789464,0.1072099688974568,0.10672630812800223,0.10777505901910003,46.694845624757136,46.63579559900975,46.77101795262864,0.1141164302413991,0.11397211927829823,0.11430258599421445,0.3502447817891321,0.3250828914140491,0.3264080094862265,0.0008559549490674952,0.0007944623995299182,0.0007977008242858419,0.2642830029066943,0.25420933806006746,0.2726784448817486,0.2642830029066943,0.25420933806006746,0.2726784448817486,0.33420330731777753,0.333282655890969,0.3355586092526505,0.11140110243925916,0.111094218630323,0.1118528697508835
Model-guided constrained SAC,decision,10,88,within_path_first,218.17946439995418,204.20925164777705,232.00054224801048,428.7609615449414,405.58138079907695,444.8168526457401,1.2940344951519524e-05,9.492153177861737e-06,1.5101571939742359e-05,0.027526558272421977,0.025104359559141774,0.0302063747034455,44.68936935480896,33.4666310925045,55.82353367327876,67.54589845992673,60.688800402179055,73.41802054759737,52.582374108344624,52.499420348155,52.671977874735475,45.310775816151725,43.83598371700949,46.952787836159615,162.97060299367658,155.80488047015396,169.8141917294607,621.2226862670603,584.3948908706191,644.783328643795,73.09493775000584,62.405100164932826,84.7938849361764,50.171073423931624,48.47546662923641,51.659854542347595,49.602677409864945,47.636002277460165,51.51882360103617,45.310775816151725,43.83598371700949,46.952787836159615,43.78302407132789,43.58536814604809,44.003172232916555,0.10700029832723476,0.10651725168028253,0.10753831321921217,46.73217523679341,46.67609968313497,46.79885874656661,0.11420765919849017,0.11407061747746738,0.11437062545289088,0.3471536437044258,0.3417415655248603,0.3542054187255903,0.0008484005897181863,0.0008351741396940761,0.0008656342561221309,0.28707552597974895,0.2763269250536471,0.2954859762972112,0.28707552597974895,0.2763269250536471,0.2954859762972112,0.3339266571721732,0.3331973360026731,0.33495267907892445,0.11130888572405771,0.11106577866755771,0.11165089302630815
Model-guided constrained SAC,decision,11,88,within_path_first,240.5885352292984,224.64989451487168,252.82889716260985,438.8043975307408,414.40981423492804,459.9469341060896,1.6045615980182676e-05,1.2216608391123628e-05,1.8285876650782025e-05,0.027769282119765096,0.0253957447139447,0.029975554439239875,56.99267086944856,44.24867299346805,66.60086773087666,72.20578507282094,66.64293959749776,76.48509440582257,53.10515983273569,52.27655362835693,52.54004947587336,49.59985497602302,47.63395944990181,51.51037775626652,168.32640082180603,159.72611472162924,174.94771553111823,663.5411344688852,626.5718049854365,683.3639128865926,85.95384682863231,73.30782603038548,95.66432037681211,54.86321538524492,52.81119384130053,57.05666134206919,50.17161803939813,48.47651808123651,51.66199330512704,49.59985497602302,47.63395944990181,51.51037775626652,43.352206817591764,43.15320732664852,43.57200738332356,0.10594743421718182,0.1054611040618411,0.1064845996278552,46.547345689374566,46.47240362622803,46.62794794352834,0.11375595863341993,0.11357280949550579,0.11395294057843701,6.456761788555582,0.4312626441140552,0.45922679197467847,0.01577952761960473,0.001053952589076985,0.00112229350949123,0.2973691555644638,0.2854644382002029,0.3074896578677182,0.2973691555644638,0.2854644382002029,0.3074896578677182,0.3316930675926834,0.33056519086104064,0.33300569997673,0.1105643558642278,0.11018839695368023,0.11100189999224334
Model-guided constrained SAC,decision,12,88,within_path_first,262.1520430289849,243.8803403378135,274.8140842997048,456.853315537328,433.709057189242,475.219777071548,2.0641591004054456e-05,1.6107035246506536e-05,2.342649450351429e-05,0.030363829119688848,0.027891660886477973,0.0327168535791924,75.12659113104176,64.34395431005531,85.39100873972461,78.25244270763747,72.8134917822523,83.4492908278734,57.12136834043311,57.19221599838704,57.445605977145675,50.171601637255506,48.47651808123651,51.66199330512704,175.36995811718637,168.74113650959052,181.845456576257,704.5433620241412,670.554833530925,725.2131693038708,103.71460810288222,93.3834534139068,114.43421574820206,53.418909103075066,50.12325583439091,55.45743109089204,54.84692418577211,52.810773326559165,57.048632291322576,50.171601637255506,48.47651808123651,51.66199330512704,42.78410251089434,42.587714518069916,43.048703343840884,0.1045590575212601,0.10407910954448568,0.10520570924675057,46.33498696131812,46.273623023946854,46.421096470446116,0.11323698015405737,0.11308701427699591,0.11344742114941889,40.86261659624331,42.37005597810413,42.781136928407264,0.09986318348194541,0.10354717897998497,0.10455181000427011,0.31509770805622606,0.3024723410082794,0.32426571586257835,0.31509770805622606,0.3024723410082794,0.32426571586257835,0.33054149072278255,0.32970900684815024,0.33170110033766587,0.11018049690759418,0.10990300228271675,0.11056703344588861
Model-guided constrained SAC,decision,13,88,within_path_first,288.3465999636347,269.71362603581554,301.4145721824078,479.75081863712313,453.5136738764301,498.9780783893786,2.7106160353671264e-05,2.1667532067981312e-05,3.0073370467418642e-05,0.03328044551037571,0.0305316882156698,0.03634551421567735,92.27322925350255,81.04825763617517,101.26608697593497,85.84169367438295,78.57076330613069,91.14836034559994,57.1174534976016,57.01213584252177,57.245777540794855,54.84692418577211,52.81077332655917,57.048632291322576,181.4283156167598,174.4440453908433,187.4036337874023,742.7940321656907,704.4818344164248,767.8842519125122,118.06138613232191,106.72574697923119,127.48886667070676,62.0885202751266,59.774566493688255,64.61948093982086,53.34976937041406,50.1232558343909,55.37456561358245,54.846924185772124,52.81077332655917,57.048632291322576,42.474604191275404,42.29004987650025,42.71701376960649,0.10380268188861642,0.10335165395810278,0.10439510093113274,46.26118762383529,46.194694938433315,46.34179389034533,0.11305662369640036,0.11289412379317308,0.11325361544712018,41.747840873792114,41.55767921082468,41.95367737365174,0.10202656218392642,0.10156183058761709,0.10252960114386059,0.33747525223116126,0.3267943362411512,0.3465891374879708,0.33747525223116126,0.3267943362411512,0.3465891374879708,0.3284602406328739,0.32746446160670667,0.32945976321961135,0.10948674687762461,0.1091548205355689,0.10981992107320379
Model-guided constrained SAC,decision,14,88,within_path_first,313.19094650133604,295.94192498501917,325.08629506272007,500.3564612926859,474.0446983009499,518.4198748459842,3.5143042049300516e-05,2.8743666102229488e-05,3.926295785511962e-05,0.036047610997852385,0.03290683068702395,0.038472239860380224,109.98936286144139,98.99254464323816,118.32130305086562,91.5717605337717,85.11317262398812,97.07381876462918,56.78733507808672,56.62858202002105,56.95564512263531,53.34934646671352,50.12325583439091,55.37456561358245,187.05921491947947,179.70388517142376,193.66447380086356,782.8465840019853,748.1926066196605,810.3521153203019,135.71073100086497,124.63562149254167,144.00375745628094,62.28830688724867,59.446789968659026,64.27681177588676,61.84256214650889,59.49233508407566,64.31679604825055,53.34934646671352,50.12325583439091,55.37456561358245,41.985035815298986,41.78851759737364,42.247038899075804,0.1026062372986832,0.10212597106786066,0.10324654044633932,46.00507264220537,45.888245359163676,46.109961318607816,0.11243071034249795,0.11214519890505459,0.11268704530117798,41.656581020105605,41.491175819915014,41.907033082287015,0.10180353438315487,0.10139930452145238,0.10241560826198112,0.35950879150084325,0.3466901849309575,0.36924573212840034,0.35950879150084325,0.3466901849309575,0.36924573212840034,0.3270603314557779,0.32615767435917814,0.3280486149848506,0.10902011048525932,0.10871922478639272,0.10934953832828354
Model-guided constrained SAC,decision,15,88,within_path_first,339.7095351793268,323.27308344449233,352.9766800346159,519.0994053963924,495.7289423630215,536.9262026065114,4.349711639219264e-05,3.5703172262811864e-05,4.81282484562697e-05,0.03871319741643015,0.03571243237319709,0.04129493191460514,120.96158812026835,110.86695599937065,129.18503628158098,94.56669208291342,89.77648440009047,99.84197737974698,56.33287774283142,56.17351750184145,56.501305049879775,61.83946363971439,59.48882820254175,64.31356755319226,191.9063953832722,185.88778645129614,199.07106309229044,814.3521323212273,776.0385920201873,842.1784650224652,146.78161707468996,136.61540740019052,155.01574368338203,68.81072765436183,65.59736187132356,72.02581099899581,62.2777268105606,59.45013185831509,64.06855926006256,61.83946363971439,59.48882820254175,64.31356755319226,41.54576590371692,41.34719156082872,41.76517545689373,0.10153271593778115,0.1010474247917297,0.1020689257621075,45.65594959509429,45.550960483831716,45.75542717350589,0.1115774967743136,0.11132091636525127,0.11182060767842958,41.2789611588349,41.08238483914596,41.51325349389232,0.10088067812397027,0.10040026989962011,0.10145325962738783,0.3801458045176098,0.3670401857428916,0.388710206942652,0.3801458045176098,0.3670401857428916,0.388710206942652,0.3238372649181596,0.32303110389230083,0.3247520299124788,0.10794575497271985,0.10767703463076694,0.10825067663749294
Model-guided constrained SAC,decision,16,88,within_path_first,358.44733155108315,340.948911637738,371.8516113014586,535.9825580622727,512.4793618676596,555.0336439798825,5.133406973606854e-05,4.1582187534910984e-05,5.723516935308946e-05,0.041733096027524945,0.038732444205988134,0.044179783811626225,134.2489559908844,123.56145468793585,142.83969905721287,94.59399711160562,89.01819355375021,99.52072345759737,56.00345797870525,55.83716360415132,56.183691827143846,62.27714864812106,59.45013185831509,64.06855926006256,195.91221214462539,190.39286954214526,203.3362800233,838.9281276988139,799.3491291637063,867.7575216546461,160.16857585032332,149.42954457541688,168.7750068926784,67.2419479543467,64.48156210763234,69.17150207605698,68.75965909829208,65.53649453427914,71.96266495635467,62.27714864812106,59.45013185831509,64.06855926006256,41.03563405594719,40.83186026866847,41.30663429199444,0.10028601676486289,0.09978801881948177,0.10094830784043062,45.46416985151157,45.33689738135219,45.590538206431845,0.11110881078900933,0.11079777260549525,0.11141763942664666,40.68602828318408,40.485817031190095,40.93056870631341,0.09943162347486002,0.09894233192531046,0.10002925003864599,0.4019186928626434,0.3869126515327379,0.4128275791994126,0.4019186928626434,0.3869126515327379,0.4128275791994126,0.32408033480226534,0.32336707324046354,0.32507253779544326,0.10802677826742176,0.10778902441348784,0.10835751259848109
Model-guided constrained SAC,decision,17,88,within_path_first,378.10862395056756,361.75600407923906,392.39896580768556,550.3424699770189,523.5915584994626,570.7405587060014,5.675565829667828e-05,4.57931297640964e-05,6.309661037536675e-05,0.04571332423329016,0.04220015554029735,0.048558716240047844,142.1457953419915,132.2555014553881,149.89258670146168,91.05651358973668,86.50283498611576,95.84619035212518,55.987196775228774,55.85576885901652,56.15411488140531,68.7556695460588,65.53395637211608,71.95811804214645,196.5477074610302,190.26393394196995,203.64787216743971,847.1255633860611,819.2267465075046,876.1362655068826,168.17558955146617,158.24870523186263,175.95328300576958,73.93801299667426,70.89459853857096,77.36862057087353,67.23935185636833,64.48521168528406,69.17690621128347,68.7556695460588,65.53395637211608,71.95811804214645,40.54904752475034,40.332132088437795,40.79983365271998,0.09909685943495217,0.09856674492391673,0.09970974972926733,45.56839916372589,45.4757902535778,45.682985826255745,0.11136353434312486,0.11113720961513297,0.11164356998102512,40.23006921457959,39.985215702397,40.52390121788214,0.0983173158773262,0.0977189241625984,0.09903540496957897,0.42452749548693575,0.40624111582574274,0.4356379554020479,0.42452749548693575,0.40624111582574274,0.4356379554020479,0.3214080190866408,0.32055450551963655,0.32245327466903745,0.10713600636221358,0.10685150183987886,0.10748442488967916
Model-guided constrained SAC,decision,18,88,within_path_first,394.3393278029309,375.763526599146,407.3013686702137,560.7051816796312,535.4417718928397,585.5287312140944,6.222985169388633e-05,5.1827888642158865e-05,7.092164923203764e-05,0.05073764980235043,0.046629606125151775,0.05472932352384103,153.10690641316404,140.97849112393175,163.40670255832603,90.02355865624237,85.62392650914593,94.40659897421293,55.95468816981,55.795450789986134,56.142513945207746,67.23862457849627,64.48521168528406,69.17690621128347,192.94085519103945,186.3803219784698,200.29379699094483,856.7760581867759,827.6647802606747,883.0517910931494,179.1482808350402,166.97384458631473,189.41558988808703,74.08192888591576,72.06978423089221,76.55022349642587,73.87049350347867,70.81379878382245,77.31552298939118,67.23862457849629,64.48521168528406,69.17690621128345,40.05729763179501,39.871715821051076,40.3158667502518,0.09789508348720388,0.09744154448356267,0.09852699444812824,45.64402693405419,45.53627541720435,45.755333433203916,0.1115483592646234,0.11128502787779725,0.11182037858871982,39.84724736733899,39.566412674927406,40.16043579975046,0.09738174660750606,0.0966954213363297,0.09814714041963912,0.4450077868612014,0.4291389263358838,0.4586321515302877,0.4450077868612014,0.4291389263358838,0.4586321515302877,0.32259311086406034,0.3219432420325346,0.3237419359320486,0.10753103695468677,0.10731441401084488,0.10791397864401621
Model-guided constrained SAC,decision,19,88,within_path_first,411.97958973714924,391.52076101533345,427.54930259511224,569.8862380648504,548.8994719986763,593.9484584124125,7.21526084008477e-05,6.05194572640228e-05,8.332477060800825e-05,0.05376620998153659,0.04898063860469431,0.058273574558567534,157.52089697590134,147.22446476953328,166.31836410794864,93.65224380787295,89.06652933408664,97.92342485179304,55.725480977454545,55.56991598924274,55.91918472644836,73.86486805427472,70.80933978334787,77.30985943621947,190.62978686671448,182.95015065306998,196.9840494816861,866.8797767295587,837.2822998664652,892.9953354175842,183.6635035315522,173.31906905938126,192.54697188451192,80.37922602596664,78.00582563965439,83.63444663930292,74.07199212535573,72.07662688735755,76.55686962949663,73.86486805427472,70.80933978334787,77.30985943621947,39.863350356929345,39.65460183785437,40.10451029443939,0.09742110032339656,0.09691094474848692,0.09801046539822816,45.507647961222794,45.39795308791391,45.62550533764153,0.11121506591433429,0.110946985204562,0.11150309477264991,39.3281059062364,39.087240811233315,39.67007323269371,0.09611302905338014,0.09552438453718677,0.09694875492488432,0.46957983866439296,0.45032927593559274,0.48156016863982337,0.46957983866439296,0.45032927593559274,0.48156016863982337,0.3189009833360354,0.3179733717385292,0.31994738390768285,0.10630032777867848,0.10599112391284304,0.10664912796922763
Model-guided constrained SAC,decision,20,88,within_path_first,420.5210330638795,405.2209164472216,436.7134488994468,569.6520503588131,548.538734740477,593.0327657676337,7.845650938319109e-05,6.719907032578382e-05,8.939668372311158e-05,0.05403703867481005,0.04952683737592467,0.05745423828513868,161.5004274965117,150.7477350621042,171.00681714668121,89.42253033683102,84.88175560515704,93.39188411118481,55.45033512001126,55.30018399008887,55.627553399743114,74.07127918267305,72.07662688735755,76.55686962949665,190.7047506246149,182.972877599961,197.73182621565968,866.5129283313975,838.4856867356594,888.7924304100308,187.68158872130772,176.90739860736795,197.18397017141837,78.45604956529344,76.19758534019878,80.7257495404683,80.31211559460526,77.92573625860781,83.55335037936753,74.07127918267305,72.07662688735755,76.55686962949665,39.5827629180462,39.34203100048516,39.847124527491,0.09673537930927792,0.09614706026228939,0.09738144640210317,45.333584201469144,45.23330969673802,45.46187398148006,0.11078967560343984,0.11054461710991581,0.11110319996647014,38.805924780256085,38.54995747369493,39.14684967036276,0.09483688293405952,0.0942113304797694,0.09567006121998983,0.4901815932014639,0.47208455779327374,0.5043519450924095,0.4901815932014639,0.47208455779327374,0.5043519450924095,0.3181649562543394,0.31706859021053824,0.31930282117285375,0.10605498541811312,0.10568953007017942,0.10643427372428457
Passive,clearance,0,88,within_path_first,309.0956756834736,294.66028087204785,321.8383968336041,5559.5653679102425,5318.572770158329,5758.336414338383,0.0,0.0,0.0,6.0569696693709885,5.732343576519919,6.29405098713851,113.38830732992628,101.84916378377015,122.93655642032998,0.0,0.0,0.0,0.0,0.0,0.0,53.76484405492456,51.59015078054114,56.31481267355363,511.6237086637544,496.05660803270985,524.9488703863907,923.7941150613992,896.7804667043565,957.364556700828,145.6840073299263,134.14486378377018,155.23225642033,54.642828571437825,52.28104088063101,56.97631043774224,55.00399572718493,52.393239019862186,57.60320294151026,53.76484405492456,51.59015078054114,56.314812673553625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passive,clearance,1,88,within_path_first,312.7739718878694,298.67861764348515,327.0099208926088,5971.173434667752,5721.921350593251,6175.799119214953,0.0,0.0,0.0,6.894949974547461,6.537472869574819,7.155525129843666,117.76301575934143,106.48499853496824,126.6296116327795,0.0,0.0,0.0,0.0,0.0,0.0,55.00399572718493,52.393239019862186,57.60320294151027,505.5667389943835,490.15160051105556,518.7657897101612,861.8951693596669,833.9939573577891,893.8729803637159,150.05871575934145,138.78069853496828,158.92531163277948,53.068431829905236,50.40887128082059,55.891638239298864,54.642828571437825,52.28104088063101,56.97631043774224,55.00399572718493,52.393239019862186,57.60320294151026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
