base_policy,restriction,path_id,path_content_sha256,training_seed,scope,period_offset,queue_loss_berth,queue_loss_yard,queue_loss_gate,queue_loss_landbridge,queue_loss,waiting_loss,sue_exit_loss,attrition_exit_loss,exit_loss,overload_loss,route_resource_loss,action_loss,terminal_loss,period_operational_loss,period_loss_identity_residual,waiting_mass_before,waiting_mass_after,sue_exit_mass,attrition_exit_mass,delivered_landbridge,outstanding_mass_after
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,10,42.13234457359957,45.38784048876367,45.04717629279864,47.06451629514916,179.63187765031105,1429.6603576256916,3.6403844402362834e-05,13.427687601875093,13.427724005719494,23.236239690619147,35.23979431026503,0.0,0.0,1681.1959932826064,0.0,280.2883823981493,305.41498858247667,1.733516400112516e-06,0.6394136953273853,47.06451629514916,624.160620590173
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,11,34.732539304857454,43.601108726323204,45.38784048876367,45.04717629279864,168.76866481274297,1730.1369213701555,5.455335706887962e-05,18.357246644926384,18.35730119828345,24.45089886450462,47.201129582968264,0.0,0.0,1988.9149158286548,0.0,305.41498858247667,333.87041740875014,2.5977789080418867e-06,0.8741546021393516,45.04717629279863,684.5615954074622
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,12,49.92133995552828,40.97514639274415,43.601108726323204,45.38784048876368,179.88543556335932,2056.6023609755584,4.916815101033704e-05,24.354499725886154,24.354548894037165,26.300602238454474,37.28624748053988,0.0,0.0,2324.429195151949,0.0,333.87041740875014,354.3287530403013,2.341340524301764e-06,1.159738082185055,45.38784048876368,717.242101002396
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,13,60.044339430201035,43.05410603345772,40.97514639274415,43.601108726323204,187.6747005827261,2400.2510011566205,7.1448302016089e-05,31.49110569418089,31.4911771424829,30.893362445850517,46.834189003118816,0.0,0.0,2697.1444303307985,4.547473508864641e-13,354.3287530403013,378.0353790508998,3.4023000960042385e-06,1.4995764616276615,43.6011087263232,766.5380757175171
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,14,82.68070342912172,53.11780468476769,43.05410603345772,40.97514639274415,219.82776054009128,2763.374895699464,0.00012628254555409996,39.819840385698534,39.819966668244085,50.38500342912171,60.005076217126216,0.0,0.0,3133.4127025540474,0.0,378.0353790508998,408.7605090041154,6.013454550195237e-06,1.896182875509454,40.97514639274415,837.7261836546356
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,15,92.92554741969859,47.72168435162472,53.11780468476769,43.05410603345772,236.8191424895487,3151.885799915481,0.00010211849022054002,49.372900800272646,49.373002918762865,60.62984741969858,43.54637090566203,0.0,0.0,3542.2541636491533,4.547473508864641e-13,408.7605090041154,428.20400447331815,4.862785248597144e-06,2.3510905142986975,43.05410603345772,872.7860883013973
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,16,108.11909013818034,53.04834569105917,47.72168435162472,53.11780468476769,262.0069248656319,3553.247404797857,0.00015625411844285422,60.18959149227307,60.1897477463915,75.82339013818033,54.008829280439926,0.0,0.0,4005.2762968285006,0.0,428.20400447331815,451.9219223192761,7.440672306802582e-06,2.8661710234415745,53.11780468476769,912.3509049795982
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,17,129.26077685823674,48.81664281812044,53.04834569105917,47.72168435162472,278.84744971904104,3970.335063681314,0.0001399263582186116,72.2867726991955,72.28691262555373,96.96507685823671,44.92620194053471,0.0,0.0,4463.36070482468,0.0,451.9219223192761,469.11499898740465,6.663159915171981e-06,3.4422272713902617,47.721684351624724,934.4936689178585
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,18,137.8174185920426,53.184312446455735,48.81664281812044,53.04834569105917,292.8667195476779,4395.087230421539,0.00011281618432746601,85.65235141966193,85.65246423584625,105.52171859204257,34.809109969569455,0.0,0.0,4913.937242766676,-9.094947017729282e-13,469.11499898740465,480.7666299044218,5.372199253688858e-06,4.078683400936282,53.048345691059176,933.5247766670086
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,19,149.23329529801413,59.243074450328265,53.184312446455735,48.81664281812044,310.4773250129186,4820.302207030023,0.00016580660814706749,100.25357783435786,100.25374364096601,116.93759529801412,43.89991275831801,0.0,0.0,5391.87078374024,9.094947017729282e-13,480.7666299044218,496.0678170437344,7.895552768907976e-06,4.773979896874184,48.81664281812044,949.9276028586469
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,decision,20,150.30097980924177,51.91357011198143,59.243074450328265,53.18431244645574,314.6419368180072,5247.863519558719,0.0002595579083615736,116.01736282704485,116.01762238495321,118.00527980924174,60.613703067500474,0.0,0.0,5857.142061638422,0.0,496.0678170437344,515.2536949889918,1.2359900398170173e-05,5.524636325097374,53.184312446455735,984.7150431273801
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,0,143.451455086102,56.74077178770172,51.91357011198143,59.243074450328265,311.34887143611337,5679.809287173871,0.0,132.84979749119285,132.84979749119285,111.15575508610196,0.0,0.0,0.0,6235.163711187279,0.0,515.2536949889918,508.92751415607796,0.0,6.326180832913945,59.243074450328265,919.1457878441381
Passive,full_action,test_017_ebd333a3cdba,ebd333a3cdbaf4583dc4bbdc159fa86380b9858d554b85820a961aee779a82c0,,clearance,1,140.25772774590246,52.795229124969396,56.74077178770172,51.91357011198143,301.707298770555,6088.730798840624,0.0,150.65469101333534,150.65469101333534,107.96202774590243,0.0,0.0,0.0,6649.054816370417,0.0,508.92751415607796,501.75348125068103,0.0,7.1740329053969205,51.91357011198143,860.0581848267597
