case_id,algorithm,iteration,equilibrium_residual,tolerance,wall_clock_seconds
production_problem_0,Conventional MSA,59,0.00019826761594194943,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,60,0.00019443965700805123,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,61,0.00019074741720413139,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,62,0.0001871839681410987,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,63,0.000183742839659511,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,64,0.00018041798282714185,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,65,0.0001772037364493016,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,66,0.000174094796709265,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,67,0.0001710861896036154,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,68,0.00016817324587904632,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,69,0.00016535157820836015,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,70,0.00016261706037917761,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,71,0.00015996580829013714,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,72,0.00015739416257491587,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,73,0.00015489867269497442,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,74,0.00015247608235770084,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,75,0.0001501233161344617,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,76,0.00014783746716406484,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,77,0.00014561578584194992,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,78,0.00014345566940243134,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,79,0.00014135465231612497,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,80,0.00013931039742667343,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,81,0.00013732068776139096,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,82,0.00013538341896040287,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,83,0.00013349659226611632,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,84,0.0001316583080282191,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,85,0.00012986675967996004,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,86,0.0001281202281463763,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,87,0.00012641707664916532,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,88,0.00012475574587489973,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,89,0.00012313474947854718,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,90,0.00012155266989590867,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,91,0.00012000815443765764,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,92,0.00011849991164799392,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,93,0.000117026707902051,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,94,0.00011558736422873841,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,95,0.00011418075333857804,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,96,0.00011280579684233375,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,97,0.00011146146264772991,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,98,0.00011014676251859593,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,99,0.00010886074978671188,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,100,0.00010760251720461546,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,101,0.00010637119492978582,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,102,0.00010516594862977806,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,103,0.00010398597770257886,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,104,0.00010283051360015938,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,105,0.00010169881825257574,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,106,0.00010059018258223655,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,107,9.950392510487248e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,108,9.84393906093887e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,109,9.739594891350651e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,110,9.637299368822219e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,111,9.53699413476607e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,112,9.438623000101537e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,113,9.342131846009401e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,114,9.247468530227067e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,115,9.154582798196506e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,116,9.06342619905519e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,117,8.973952006063139e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,118,8.886115141066514e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,119,8.79987210299516e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,120,8.715180899941845e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,121,8.6320009848467e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,122,8.550293194223997e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,123,8.470019690182048e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,124,8.391143905067676e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,125,8.313630489145774e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,126,8.237445260592748e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,127,8.162555158026098e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,128,8.088928195279743e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,129,8.016533418389754e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,130,7.945340864616075e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,131,7.875321523270629e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,132,7.806447298623052e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,133,7.738690974207602e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,134,7.672026179076945e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,135,7.606427355369351e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,136,7.541869727534436e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,137,7.478329272692074e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,138,7.415782692646708e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,139,7.354207386823506e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,140,7.29358142664506e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,141,7.233883530840339e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,142,7.175093041957835e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,143,7.117189903816939e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,144,7.060154639923187e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,145,7.003968332897245e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,146,6.948612604636187e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,147,6.894069597405012e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,148,6.840321955674358e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,149,6.787352808714032e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,150,6.735145753881539e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,151,6.683684840661916e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,152,6.632954555307711e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,153,6.582939806038193e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,154,6.533625908953817e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,155,6.484998574453297e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,156,6.437043894121856e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,157,6.389748328266835e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,158,6.343098693816831e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,159,6.297082152769426e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,160,6.251686201050835e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,161,6.206898657775234e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,162,6.162707655032065e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,163,6.119101627868125e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,164,6.0760693048201586e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,165,6.033599698682551e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,166,5.991682097736683e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,167,5.9503060571705023e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,168,5.909461390864535e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,169,5.869138163577959e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,170,5.829326683229259e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,171,5.7900174936240926e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,172,5.7512013673462035e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,173,5.7128692989274776e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,174,5.675012498262424e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,175,5.6376223842773503e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,176,5.600690578790169e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,177,5.564208900568439e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,178,5.528169359660491e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,179,5.492564151798594e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,180,5.457385653207323e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,181,5.422626415308279e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,182,5.3882791598722685e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,183,5.3543367741369364e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,184,5.320792306170973e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,185,5.287638960452869e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,186,5.2548700934285907e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,187,5.2224792094188105e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,188,5.190459956453282e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,189,5.158806122468698e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,190,5.12751163138997e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,191,5.096570539517254e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,192,5.065977031957377e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,193,5.035725419186251e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,194,5.005810133698881e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,195,4.9762257267795814e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,196,4.94696686537544e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,197,4.918028329073216e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,198,4.889405007172105e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,199,4.8610918957816185e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,200,4.833084095155933e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,201,4.805376806948028e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,202,4.777965331631136e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,203,4.750845066014194e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,204,4.72401150077905e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,205,4.69746021811038e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,206,4.671186889447313e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,207,4.645187273207866e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,208,4.61945721263703e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,209,4.593992633758498e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,210,4.5687895432581576e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,211,4.5438440265896535e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,212,4.519152246054349e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,213,4.494710438840501e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,214,4.4705149153599275e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,215,4.4465620573499735e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,216,4.422848316283934e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,217,4.3993702116532744e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,218,4.376124329350882e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,219,4.3531073201622444e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,220,4.330315898156212e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,221,4.3077468392981533e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,222,4.2853969799294315e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,223,4.2632632154542845e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,224,4.2413424989068936e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,225,4.219631839643021e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,226,4.198128302108205e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,227,4.1768290045045826e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,228,4.155731117620915e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,229,4.134831863666069e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,230,4.114128515064788e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,231,4.0936183933550515e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,232,4.073298868132002e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,233,4.05316735591797e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,234,4.033221319177702e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,235,4.0134582652975684e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,236,3.993875745574146e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,237,3.9744713543158036e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,238,3.955242727874513e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,239,3.9361875436948585e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,240,3.917303519534774e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,241,3.89858841251235e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,242,3.880040018297626e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,243,3.861656170297677e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,244,3.8434347388726887e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,245,3.825373630491977e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,246,3.80747078708381e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,247,3.7897241851902146e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,248,3.77213183530062e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,249,3.754691781155595e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,250,3.7374020990365484e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,251,3.720260897078503e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,252,3.703266314684538e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,253,3.686416521816141e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,254,3.669709718425381e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,255,3.653144133784263e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,256,3.6367180259738816e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,257,3.620429681270106e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,258,3.604277413554046e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,259,3.5882595637785066e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,260,3.572374499463349e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,261,3.556620614129933e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,262,3.540996326783679e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,263,3.5255000814775405e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,264,3.5101303467168395e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,265,3.494885615113347e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,266,3.479764402799285e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,267,3.464765249013519e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,268,3.4498867157216294e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,269,3.435127387060381e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,270,3.420485869012446e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,271,3.405960788949494e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,272,3.391550795209907e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,273,3.3772545567635096e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,274,3.363070762748625e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,275,3.348998122141283e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,276,3.335035363363577e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,277,3.321181233959695e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,278,3.3074345001613956e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,279,3.2937939466476374e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,280,3.280258376096293e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,281,3.266826608941545e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,282,3.253497482994164e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,283,3.2402698531642806e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,284,3.227142591097223e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,285,3.214114584927244e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,286,3.201184738975313e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,287,3.188351973381454e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,288,3.175615223941751e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,289,3.162973441718296e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,290,3.150425592850262e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,291,3.1379706582395294e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,292,3.125607633284843e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,293,3.113335527683136e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,294,3.1011533650806235e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,295,3.089060182937507e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,296,3.077055032231856e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,297,3.065136977194572e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,298,3.053305095158288e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,299,3.041558476273548e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,300,3.02989622328802e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,301,3.0183174513562393e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,302,3.0068212878160284e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,303,2.995406872002366e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,304,2.9840733549618924e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,305,2.9728198994019797e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,306,2.9616456793403344e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,307,2.9505498800160036e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,308,2.9395316976641155e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,309,2.9285903393181996e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,310,2.9177250226724065e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,311,2.9069349758882354e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,312,2.8962194373645903e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,313,2.885577655657509e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,314,2.8750088892902117e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,315,2.8645124065468837e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,316,2.854087485329676e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,317,2.8437334130466058e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,318,2.83344948638248e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,319,2.8232350112401785e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,320,2.8130893025033428e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,321,2.8030116839475128e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,322,2.793001488072339e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,323,2.783058055967911e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,324,2.773180737196252e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,325,2.763368889633018e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,326,2.7536218793414527e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,327,2.7439390804356947e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,328,2.7343198750079893e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,329,2.7247636528899246e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,330,2.7152698116613465e-05,1e-06,0.04681129986420274
production_problem_0,Conventional MSA,331,2.705837756443698e-05,1e-06,0.04681129986420274
