candidate_id,recorded_expected_objective,recalculated_expected_objective,absolute_difference,selected_candidate,minimum_valid_objective,selected_is_argmin,first_action_projection_error,first_action_projection_feasibility_residual
zero,41.57724265397221,41.57724265397221,0.0,zero,41.57724265397221,True,0.0,0.0
readiness_full,92.72549265397221,92.72549265397221,0.0,zero,41.57724265397221,True,0.0,0.0
direct_full,298.81849265397244,298.81849265397244,0.0,zero,41.57724265397221,True,0.0,0.0
exercise_full,41.57724265397221,41.57724265397221,0.0,zero,41.57724265397221,True,0.0,0.0
release_full,41.57724265397221,41.57724265397221,0.0,zero,41.57724265397221,True,0.0,0.0
disclosure_full,44.577242653972206,44.577242653972206,0.0,zero,41.57724265397221,True,0.0,0.0
balanced_mid,273.2443676539723,273.2443676539723,0.0,zero,41.57724265397221,True,0.0,0.0
