policy,path_id,training_seed,right_censored,clearance_weeks_observed,restricted_clearance_time_contribution,ending_outstanding_mass,terminal_correction,decision_clearance_terminal_residual,exit_channel_residual,clearance_observation_valid,restricted_clearance_time_residual,terminal_once_valid,status
Projected stochastic MPC,test_068_93da1d4ae1ba,,False,79,79,6.042630392320107e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_068_93da1d4ae1ba,1409200687.0,False,79,79,6.140642971609763e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_068_93da1d4ae1ba,3018804584.0,False,79,79,6.162798883991942e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_068_93da1d4ae1ba,959653586.0,False,79,79,6.15429359752318e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_068_93da1d4ae1ba,1694234878.0,False,79,79,5.793068066826285e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_068_93da1d4ae1ba,1635820214.0,False,79,79,6.158979070240575e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_068_93da1d4ae1ba,456241246.0,False,79,79,6.003063775781025e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_068_93da1d4ae1ba,3760190062.0,False,78,78,7.846600528100624e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_068_93da1d4ae1ba,3890281123.0,False,78,78,7.846570732960778e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_068_93da1d4ae1ba,4226533458.0,False,78,78,7.846731819565017e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_068_93da1d4ae1ba,301721597.0,False,78,78,7.846253583509322e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_068_93da1d4ae1ba,554911178.0,False,78,78,7.846677806017835e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_068_93da1d4ae1ba,1600960620.0,False,78,78,7.846488015115662e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,301721597.0,False,79,79,6.146376603481869e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,554911178.0,False,79,79,6.167692538034808e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,1600960620.0,False,79,79,6.158834817663094e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_069_5b01ea54b2fa,,False,78,78,6.373076147932231e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_069_5b01ea54b2fa,,False,79,79,4.478737301188077e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_069_5b01ea54b2fa,,False,79,79,4.478016863109073e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_069_5b01ea54b2fa,1409200687.0,False,79,79,4.5534893207662763e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_069_5b01ea54b2fa,3018804584.0,False,79,79,4.571931414922024e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_069_5b01ea54b2fa,959653586.0,False,79,79,4.565215348131051e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_069_5b01ea54b2fa,1694234878.0,False,79,79,4.365281531311979e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_069_5b01ea54b2fa,1635820214.0,False,79,79,4.5748240231347723e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_069_5b01ea54b2fa,456241246.0,False,79,79,4.486181365272264e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_069_5b01ea54b2fa,3760190062.0,False,78,78,6.372627185328604e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_069_5b01ea54b2fa,3890281123.0,False,78,78,6.372715247704138e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_069_5b01ea54b2fa,4226533458.0,False,78,78,6.37274033474179e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_069_5b01ea54b2fa,301721597.0,False,78,78,6.37245609193983e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_069_5b01ea54b2fa,554911178.0,False,78,78,6.372814143662945e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_069_5b01ea54b2fa,1600960620.0,False,78,78,6.372703968639771e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,301721597.0,False,79,79,4.5571779240608966e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,554911178.0,False,79,79,4.574966913872611e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,1600960620.0,False,79,79,4.568008924736378e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_070_0cd9bcac96c3,,False,78,78,7.222836572581174e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_070_0cd9bcac96c3,,False,79,79,5.19818334618205e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_070_0cd9bcac96c3,,False,79,79,5.214151263400396e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_070_0cd9bcac96c3,1409200687.0,False,79,79,5.307984218905698e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_070_0cd9bcac96c3,3018804584.0,False,79,79,5.331528865914736e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Behaviour cloning,test_070_0cd9bcac96c3,959653586.0,False,79,79,5.323078881981828e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_070_0cd9bcac96c3,1694234878.0,False,79,79,5.049854713728382e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_070_0cd9bcac96c3,1635820214.0,False,79,79,5.341979598248328e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_070_0cd9bcac96c3,456241246.0,False,79,79,5.219348737333383e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_070_0cd9bcac96c3,3760190062.0,False,78,78,7.222897889183739e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_070_0cd9bcac96c3,3890281123.0,False,78,78,7.222808127633922e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_070_0cd9bcac96c3,4226533458.0,False,78,78,7.223001158126873e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_070_0cd9bcac96c3,301721597.0,False,78,78,7.222423460219432e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_070_0cd9bcac96c3,554911178.0,False,78,78,7.222791922428964e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_070_0cd9bcac96c3,1600960620.0,False,78,78,7.22261190965016e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,301721597.0,False,79,79,5.312766296935304e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,554911178.0,False,79,79,5.335676043913073e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,1600960620.0,False,79,79,5.326681457732365e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_071_34f77888383f,,False,78,78,6.785528238465902e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Reactive,test_071_34f77888383f,,False,79,79,5.227151089130096e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_071_34f77888383f,,False,79,79,5.241325571067948e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_071_34f77888383f,1409200687.0,False,79,79,5.358843285039871e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_071_34f77888383f,3018804584.0,False,79,79,5.379879941289767e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_071_34f77888383f,959653586.0,False,79,79,5.371291029919561e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_071_34f77888383f,1694234878.0,False,79,79,5.006048832078455e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_071_34f77888383f,1635820214.0,False,79,79,5.360952830928329e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
PPO,test_071_34f77888383f,456241246.0,False,79,79,5.208025815819952e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_071_34f77888383f,3760190062.0,False,78,78,6.785913583104055e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_071_34f77888383f,3890281123.0,False,78,78,6.785779726024377e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_071_34f77888383f,4226533458.0,False,78,78,6.786085084106864e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_071_34f77888383f,301721597.0,False,78,78,6.786344622820132e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_071_34f77888383f,554911178.0,False,78,78,6.786419940559783e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_071_34f77888383f,1600960620.0,False,78,78,6.786177046293527e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_071_34f77888383f,301721597.0,False,79,79,5.365192425310659e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_071_34f77888383f,554911178.0,False,79,79,5.385438316943656e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_071_34f77888383f,1600960620.0,False,79,79,5.376448030134744e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_072_8e59fac0e6c8,,False,78,78,7.413850187053815e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_072_8e59fac0e6c8,,False,79,79,5.581857741636358e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_072_8e59fac0e6c8,,False,79,79,5.597657292910033e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_072_8e59fac0e6c8,1409200687.0,False,79,79,5.715942819872231e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_072_8e59fac0e6c8,3018804584.0,False,79,79,5.739591373502112e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_072_8e59fac0e6c8,959653586.0,False,79,79,5.730431997896066e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_072_8e59fac0e6c8,1694234878.0,False,79,79,5.355240965930647e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_072_8e59fac0e6c8,1635820214.0,False,79,79,5.731063442797405e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_072_8e59fac0e6c8,456241246.0,False,79,79,5.567667464704214e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_072_8e59fac0e6c8,3760190062.0,False,78,78,7.413867341463055e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_072_8e59fac0e6c8,3890281123.0,False,78,78,7.413800513455733e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_072_8e59fac0e6c8,4226533458.0,False,78,78,7.413968144329502e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_072_8e59fac0e6c8,301721597.0,False,78,78,7.413456870081685e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_072_8e59fac0e6c8,554911178.0,False,78,78,7.41389533544944e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_072_8e59fac0e6c8,1600960620.0,False,78,78,7.413702981898752e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,301721597.0,False,79,79,5.719250898245164e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,554911178.0,False,79,79,5.742078312656086e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,1600960620.0,False,79,79,5.732573543327654e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_073_69349232969b,,False,78,78,7.259493370915843e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_073_69349232969b,,False,79,79,5.574387565080685e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_073_69349232969b,,False,79,79,5.596439726756445e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_073_69349232969b,1409200687.0,False,79,79,5.676439016152782e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_073_69349232969b,3018804584.0,False,79,79,5.695884828665326e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_073_69349232969b,959653586.0,False,79,79,5.688459005202546e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_073_69349232969b,1694234878.0,False,79,79,5.382274962121903e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_073_69349232969b,1635820214.0,False,79,79,5.688364116941825e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_073_69349232969b,456241246.0,False,79,79,5.561267585540488e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_073_69349232969b,3760190062.0,False,78,78,7.258661553629681e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_073_69349232969b,3890281123.0,False,78,78,7.258874535274666e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_073_69349232969b,4226533458.0,False,78,78,7.258848849796149e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_073_69349232969b,301721597.0,False,78,78,7.25864119314367e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_073_69349232969b,554911178.0,False,78,78,7.259034192974362e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_073_69349232969b,1600960620.0,False,78,78,7.258901556949964e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_073_69349232969b,301721597.0,False,79,79,5.680351432898938e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_073_69349232969b,554911178.0,False,79,79,5.699477958669555e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_073_69349232969b,1600960620.0,False,79,79,5.691725129814327e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_074_212affc962e2,,False,78,78,7.244138314849582e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_074_212affc962e2,,False,79,79,5.661201236710304e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_074_212affc962e2,,False,79,79,5.681636356378354e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_074_212affc962e2,1409200687.0,False,79,79,5.761705672480775e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_074_212affc962e2,3018804584.0,False,79,79,5.780693377339051e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_074_212affc962e2,959653586.0,False,79,79,5.773420532069654e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_074_212affc962e2,1694234878.0,False,79,79,5.449874746895314e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_074_212affc962e2,1635820214.0,False,79,79,5.765065186892058e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_074_212affc962e2,456241246.0,False,79,79,5.63484998557801e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_074_212affc962e2,3760190062.0,False,78,78,7.243786688399398e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_074_212affc962e2,3890281123.0,False,78,78,7.243901783174507e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_074_212affc962e2,4226533458.0,False,78,78,7.244014304523651e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_074_212affc962e2,301721597.0,False,78,78,7.243705943922919e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_074_212affc962e2,554911178.0,False,78,78,7.244062182133381e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_074_212affc962e2,1600960620.0,False,78,78,7.243912327125977e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_074_212affc962e2,301721597.0,False,79,79,5.765529193275847e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_074_212affc962e2,554911178.0,False,79,79,5.783998760605208e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_074_212affc962e2,1600960620.0,False,79,79,5.776324687335348e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_075_8de4e41c7ad9,,False,78,78,6.287160494499201e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_075_8de4e41c7ad9,,False,79,79,4.966224154576986e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_075_8de4e41c7ad9,,False,79,79,4.97679893051756e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_075_8de4e41c7ad9,1409200687.0,False,79,79,5.078048293561101e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_075_8de4e41c7ad9,3018804584.0,False,79,79,5.098183592910465e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_075_8de4e41c7ad9,959653586.0,False,79,79,5.089870001165879e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_075_8de4e41c7ad9,1694234878.0,False,79,79,4.779137612231499e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_075_8de4e41c7ad9,1635820214.0,False,79,79,5.08783760611644e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_075_8de4e41c7ad9,456241246.0,False,79,79,4.958885420638317e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_075_8de4e41c7ad9,3760190062.0,False,78,78,6.286388931461644e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Vanilla SAC,test_075_8de4e41c7ad9,3890281123.0,False,78,78,6.286588852698834e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_075_8de4e41c7ad9,4226533458.0,False,78,78,6.286512619748247e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_075_8de4e41c7ad9,301721597.0,False,78,78,6.286624219694336e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_075_8de4e41c7ad9,554911178.0,False,78,78,6.286897388405763e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_075_8de4e41c7ad9,1600960620.0,False,78,78,6.286803656399377e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_075_8de4e41c7ad9,301721597.0,False,79,79,5.082095868739248e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_075_8de4e41c7ad9,554911178.0,False,79,79,5.101833482353185e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_075_8de4e41c7ad9,1600960620.0,False,79,79,5.093184266829219e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_076_48339f21c8ec,,False,78,78,8.622439229983498e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_076_48339f21c8ec,,False,79,79,6.292045821872435e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_076_48339f21c8ec,,False,79,79,6.317197148742307e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_076_48339f21c8ec,1409200687.0,False,79,79,6.396925587771145e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_076_48339f21c8ec,3018804584.0,False,79,79,6.417801901424365e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_076_48339f21c8ec,959653586.0,False,79,79,6.410684980020656e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_076_48339f21c8ec,1694234878.0,False,79,79,6.064706849000623e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_076_48339f21c8ec,1635820214.0,False,79,79,6.404206261706097e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_076_48339f21c8ec,456241246.0,False,79,79,6.261692372985364e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_076_48339f21c8ec,3760190062.0,False,78,78,8.622077134098012e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_076_48339f21c8ec,3890281123.0,False,78,78,8.622124492454116e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_076_48339f21c8ec,4226533458.0,False,78,78,8.622264124032167e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_076_48339f21c8ec,301721597.0,False,78,78,8.621680618357943e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_076_48339f21c8ec,554911178.0,False,78,78,8.622126962440068e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_076_48339f21c8ec,1600960620.0,False,78,78,8.621966180859328e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_076_48339f21c8ec,301721597.0,False,79,79,6.402137639218166e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_076_48339f21c8ec,554911178.0,False,79,79,6.422162604562967e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_076_48339f21c8ec,1600960620.0,False,79,79,6.414696164138368e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_077_b1f2e84dc844,,False,78,78,7.182577252146571e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Reactive,test_077_b1f2e84dc844,,False,79,79,5.82902506315441e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_077_b1f2e84dc844,,False,79,79,5.856432956952292e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_077_b1f2e84dc844,1409200687.0,False,79,79,5.935675744201555e-07,0.0,0.0,1.3642420526593924e-12,True,0,True,PASS
Behaviour cloning,test_077_b1f2e84dc844,3018804584.0,False,79,79,5.955057428182651e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_077_b1f2e84dc844,959653586.0,False,79,79,5.94735769803437e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_077_b1f2e84dc844,1694234878.0,False,79,79,5.585162284969835e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_077_b1f2e84dc844,1635820214.0,False,79,79,5.938361408862617e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_077_b1f2e84dc844,456241246.0,False,79,79,5.79316366270565e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_077_b1f2e84dc844,3760190062.0,False,78,78,7.181820466110831e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_077_b1f2e84dc844,3890281123.0,False,78,78,7.181967468307184e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_077_b1f2e84dc844,4226533458.0,False,78,78,7.181950259303557e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_077_b1f2e84dc844,301721597.0,False,78,78,7.181805138993929e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_077_b1f2e84dc844,554911178.0,False,78,78,7.182203242668982e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_077_b1f2e84dc844,1600960620.0,False,78,78,7.182094858898729e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_077_b1f2e84dc844,301721597.0,False,79,79,5.940117576765448e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_077_b1f2e84dc844,554911178.0,False,79,79,5.958788828283623e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_077_b1f2e84dc844,1600960620.0,False,79,79,5.950703586463667e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_078_367d379a9297,,False,78,78,6.338008861768131e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_078_367d379a9297,,False,79,79,5.544765062876472e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_078_367d379a9297,,False,79,79,5.583640051874509e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_078_367d379a9297,1409200687.0,False,79,79,5.700347614268168e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_078_367d379a9297,3018804584.0,False,79,79,5.726037462776575e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_078_367d379a9297,959653586.0,False,79,79,5.716553663993569e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_078_367d379a9297,1694234878.0,False,79,79,5.291860503749824e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_078_367d379a9297,1635820214.0,False,79,79,5.721603618028403e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
