policy,path_id,training_seed,total_operational_objective,loss_queue,loss_waiting,loss_exit,loss_overflow,loss_route_resource,loss_action,terminal_correction,recalculated_component_sum,absolute_reconciliation_error,relative_reconciliation_error,route_resource_cost_present,tolerance,status
Constrained SAC,test_048_eeaf6a6a0a15,301721597.0,287320.1668950664,6727.275789453108,265813.9801430414,11365.148222859343,2611.10794769003,798.4517275144501,4.2030645080920745,0.0,287320.16689506645,5.820766091346741e-11,2.0258814945880813e-16,True,1e-06,PASS
Constrained SAC,test_048_eeaf6a6a0a15,554911178.0,287307.9804964702,6726.691790176581,265803.6963434245,11364.691838349629,2610.716206159312,798.4178876669292,3.766430693349605,0.0,287307.98049647023,5.820766091346741e-11,2.0259674239777178e-16,True,1e-06,PASS
Constrained SAC,test_048_eeaf6a6a0a15,1600960620.0,287320.5091986039,6726.90624059163,265816.28305100003,11365.26517396202,2610.8709397015527,798.4359429458004,2.747850402749749,0.0,287320.50919860374,1.7462298274040222e-10,6.077637243072613e-16,True,1e-06,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,301721597.0,117419.4063935297,8641.559284091012,99078.87930134944,3972.477956737212,3438.601458678428,1322.2101967082388,965.6781959654274,0.0,117419.40639352977,7.275957614183426e-11,6.196554588087546e-16,True,1e-06,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,554911178.0,120323.0931088408,8601.299649425795,101980.44255019404,4080.3823542979394,3410.513566892566,1315.3854106855715,935.0695773448608,0.0,120323.09310884078,1.4551915228366852e-11,1.2094033532867718e-16,True,1e-06,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,1600960620.0,119108.023177436,8592.039575405299,100856.177579173,4038.0833156689496,3404.4929469822227,1312.369219815507,904.860540391034,0.0,119108.02317743601,1.4551915228366852e-11,1.2217409742993357e-16,True,1e-06,PASS
Passive,test_049_343da3774e7e,,271182.81848678173,6064.095894192084,251490.22426452112,10752.91751119998,2134.444725156155,741.1360917123989,0.0,0.0,271182.8184867818,5.820766091346741e-11,2.1464361657670663e-16,True,1e-06,PASS
Reactive,test_049_343da3774e7e,,89351.06068626555,7473.827297073345,74626.29626650193,2978.097887043633,2499.1692903934804,1206.104672733739,567.5652725194091,0.0,89351.06068626553,2.9103830456733704e-11,3.257245099632863e-16,True,1e-06,PASS
Projected stochastic MPC,test_049_343da3774e7e,,97132.77155077575,8748.756723230927,80320.19767700775,3228.147678310396,3521.9954095538383,1313.6740626728397,0.0,0.0,97132.77155077575,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_049_343da3774e7e,1409200687.0,102713.43912417264,7977.229990490068,85934.42869850592,3413.7181797316925,2945.7888865735445,1235.443420693298,1206.829948178151,0.0,102713.43912417267,2.9103830456733704e-11,2.833497807579923e-16,True,1e-06,PASS
Behaviour cloning,test_049_343da3774e7e,3018804584.0,105677.30652446787,7959.4883595846095,88854.4811210718,3522.6474191543957,2936.887719783537,1231.020383376377,1172.7815214971358,0.0,105677.30652446786,1.4551915228366852e-11,1.3770142055047164e-16,True,1e-06,PASS
Behaviour cloning,test_049_343da3774e7e,959653586.0,104327.19186171904,7949.851130780558,87597.83599192931,3475.470502851863,2934.8508308744786,1228.3988589375974,1140.784546345198,0.0,104327.19186171901,2.9103830456733704e-11,2.789668727526905e-16,True,1e-06,PASS
PPO,test_049_343da3774e7e,1694234878.0,181052.20687113865,6959.6447767856935,163023.451975824,6545.258404225021,2456.456727663224,978.9417933430962,1088.4531932976709,0.0,181052.2068711387,5.820766091346741e-11,3.21496555713877e-16,True,1e-06,PASS
PPO,test_049_343da3774e7e,1635820214.0,138050.95859316704,7548.911349948293,120746.10455172726,4789.855523474722,2744.290534829341,1118.5208344822754,1103.2757987051914,0.0,138050.9585931671,5.820766091346741e-11,4.2163894772367375e-16,True,1e-06,PASS
PPO,test_049_343da3774e7e,456241246.0,164490.27363301386,7276.687170657697,146749.14515883476,5863.988315873541,2619.785548960189,1044.5999084361697,936.0675302515843,0.0,164490.27363301395,8.731149137020111e-11,5.308003290516585e-16,True,1e-06,PASS
Vanilla SAC,test_049_343da3774e7e,3760190062.0,271128.1639668531,6064.767353899799,251434.16103320304,10750.162454476396,2134.663660023049,741.1595742906159,3.249890960053574,0.0,271128.163966853,1.1641532182693481e-10,4.293737696728814e-16,True,1e-06,PASS
Vanilla SAC,test_049_343da3774e7e,3890281123.0,271147.6895101713,6064.598502422409,251453.77702892385,10751.118264616953,2134.5970582798127,741.1570244330206,2.441631495088098,0.0,271147.6895101711,1.7462298274040222e-10,6.44014275230812e-16,True,1e-06,PASS
Vanilla SAC,test_049_343da3774e7e,4226533458.0,271128.55859115405,6064.513713669492,251434.01265300796,10750.175974682572,2134.5149038524914,741.1510921169814,4.19025382457641,0.0,271128.55859115405,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_049_343da3774e7e,301721597.0,271161.4893502267,6065.428926137986,251464.4887201032,10751.562048702264,2135.050839711821,741.2083400667804,3.750475504638493,0.0,271161.4893502266,1.1641532182693481e-10,4.2932100021244217e-16,True,1e-06,PASS
Constrained SAC,test_049_343da3774e7e,554911178.0,271149.9609682108,6064.856238855919,251454.72021267036,10751.123159171251,2134.713974108228,741.1790705848679,3.368312820301012,0.0,271149.96096821094,1.1641532182693481e-10,4.2933925349369e-16,True,1e-06,PASS
Constrained SAC,test_049_343da3774e7e,1600960620.0,271162.5756888227,6065.012521610207,251467.4295095047,10751.71548454566,2134.803066338708,741.1919435122617,2.423163311277966,0.0,271162.5756888228,5.820766091346741e-11,2.1465964012771664e-16,True,1e-06,PASS
Model-guided constrained SAC,test_049_343da3774e7e,301721597.0,103046.59957077178,8017.694172436181,86338.07103991149,3427.303282619696,2993.324371420837,1243.3272052354384,1026.879499148172,0.0,103046.59957077182,4.3655745685100555e-11,4.2365052187013756e-16,True,1e-06,PASS
Model-guided constrained SAC,test_049_343da3774e7e,554911178.0,105918.28725834352,7990.360015562258,89185.78702259742,3532.5136495560746,2978.8285802563105,1236.8931951191155,993.9047952523864,0.0,105918.28725834355,2.9103830456733704e-11,2.7477625639609367e-16,True,1e-06,PASS
Model-guided constrained SAC,test_049_343da3774e7e,1600960620.0,104523.5138229865,7979.643426102203,87886.12857720602,3484.0777386756617,2975.474388979173,1234.0443347257387,964.1453572977052,0.0,104523.51382298651,1.4551915228366852e-11,1.392214507159693e-16,True,1e-06,PASS
Passive,test_050_1c7612d8bc63,,264973.1381346022,5896.951826047757,245846.9658369352,10511.62973970013,2000.0761361247048,717.5145957942736,0.0,0.0,264973.1381346021,1.1641532182693481e-10,4.3934763593960095e-16,True,1e-06,PASS
Reactive,test_050_1c7612d8bc63,,94189.55063047448,7219.328596002763,79691.19147085036,3203.640540137976,2359.3281700617085,1153.0798203462325,562.9820330754355,0.0,94189.55063047446,1.4551915228366852e-11,1.5449606809843581e-16,True,1e-06,PASS
Projected stochastic MPC,test_050_1c7612d8bc63,,102093.29887240689,8495.674908312547,85501.29108650803,3459.5070610747434,3384.8498436404398,1251.9759728711326,0.0,0.0,102093.2988724069,1.4551915228366852e-11,1.425354591250244e-16,True,1e-06,PASS
Behaviour cloning,test_050_1c7612d8bc63,1409200687.0,107399.21865779108,7731.462189783761,90873.57257971504,3635.3147207041857,2776.552326969109,1173.836160211006,1208.4806804079724,0.0,107399.21865779108,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_050_1c7612d8bc63,3018804584.0,110348.56866250884,7719.461158611771,93768.18616563678,3743.3761022431618,2772.9477927649896,1169.3580205236412,1175.2394227284274,0.0,110348.56866250875,8.731149137020111e-11,7.91233564952124e-16,True,1e-06,PASS
Behaviour cloning,test_050_1c7612d8bc63,959653586.0,109057.45486530042,7699.906517555151,92589.99125501176,3699.042021807265,2758.5845226530528,1166.4191853907992,1143.5113628823951,0.0,109057.45486530042,0.0,0.0,True,1e-06,PASS
PPO,test_050_1c7612d8bc63,1694234878.0,183004.8097028884,6737.188565816709,165279.59384048157,6668.070974275429,2301.169296223293,926.8846341576532,1091.9023919337042,0.0,183004.80970288833,5.820766091346741e-11,3.180662902137304e-16,True,1e-06,PASS
PPO,test_050_1c7612d8bc63,1635820214.0,142872.77006541195,7300.165865196896,125816.42398039094,5023.094891262457,2569.921481692716,1056.6612785150712,1106.5025683538431,0.0,142872.77006541193,2.9103830456733704e-11,2.0370452986534098e-16,True,1e-06,PASS
PPO,test_050_1c7612d8bc63,456241246.0,167981.8853676785,7039.187195000975,150513.8047244873,6046.423306290129,2450.5296299738493,987.2262472627992,944.7142646634449,0.0,167981.88536767845,5.820766091346741e-11,3.465115347768753e-16,True,1e-06,PASS
Vanilla SAC,test_050_1c7612d8bc63,3760190062.0,264912.74162057025,5897.846156748133,245784.99184553648,10508.598448117276,2000.4202063752143,717.5539279064644,3.3310358866701337,0.0,264912.7416205702,5.820766091346741e-11,2.1972390062248192e-16,True,1e-06,PASS
Vanilla SAC,test_050_1c7612d8bc63,3890281123.0,264933.79898026184,5897.603275901843,245806.20406261116,10509.63024476278,2000.3127841183875,717.5451602858323,2.5034525819013567,0.0,264933.7989802619,5.820766091346741e-11,2.1970643661741327e-16,True,1e-06,PASS
Vanilla SAC,test_050_1c7612d8bc63,4226533458.0,264910.917998573,5897.514721855449,245782.7882297671,10508.52566445255,2000.246276794352,717.5387431590001,4.304362544742792,0.0,264910.91799857316,1.7462298274040222e-10,6.591762395438261e-16,True,1e-06,PASS
Constrained SAC,test_050_1c7612d8bc63,301721597.0,264948.25037955586,5898.539758528257,245817.35173163275,10510.090061188988,2000.804697930267,717.5973059554769,3.866824320035604,0.0,264948.2503795558,5.820766091346741e-11,2.196944528981833e-16,True,1e-06,PASS
Constrained SAC,test_050_1c7612d8bc63,554911178.0,264934.98912049906,5897.848877132024,245806.13067807545,10509.58949675174,2000.3934356929408,717.5657776274475,3.460855219376315,0.0,264934.989120499,5.820766091346741e-11,2.1970544965275655e-16,True,1e-06,PASS
Constrained SAC,test_050_1c7612d8bc63,1600960620.0,264949.6469425097,5898.045834217733,245820.77123546175,10510.266960616069,2000.4929868217976,717.5795601231729,2.4903652691882923,0.0,264949.6469425097,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,301721597.0,107645.42713272524,7779.108845829994,91186.4312878701,3645.670222072324,2823.4813463115606,1181.7379398910791,1028.9974907501685,0.0,107645.42713272524,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,554911178.0,110509.1624187412,7753.402358081405,94024.89532250652,3750.655949472787,2809.0660489963457,1175.3225993977,995.8201402864556,0.0,110509.16241874121,1.4551915228366852e-11,1.3168062185854556e-16,True,1e-06,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,1600960620.0,109172.95115667443,7737.498031797831,92793.56880706258,3704.524960516141,2798.58775067139,1172.157609218803,966.613997407662,0.0,109172.9511566744,2.9103830456733704e-11,2.6658462694634595e-16,True,1e-06,PASS
Passive,test_051_5747c87e6d9a,,260818.65399552835,5823.635424075704,241876.10791914348,10341.848521492771,2075.9537357991408,701.1083950171883,0.0,0.0,260818.6539955283,5.820766091346741e-11,2.231729211916927e-16,True,1e-06,PASS
Reactive,test_051_5747c87e6d9a,,91352.56290966576,7140.889353735988,77056.41206958068,3101.812261498744,2363.0887228839297,1157.553426031319,532.807075935087,0.0,91352.56290966574,2.9103830456733704e-11,3.1858800158144556e-16,True,1e-06,PASS
Projected stochastic MPC,test_051_5747c87e6d9a,,98519.79656739156,8355.6064043866,82275.65000634734,3334.218304751005,3326.051342512156,1228.2705093944503,0.0,0.0,98519.79656739156,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_051_5747c87e6d9a,1409200687.0,104791.95366376892,7578.973952488012,88578.15146142794,3550.615177539278,2722.062990444682,1150.7561794773328,1211.3939023916903,0.0,104791.95366376895,2.9103830456733704e-11,2.7772962941520336e-16,True,1e-06,PASS
Behaviour cloning,test_051_5747c87e6d9a,3018804584.0,107920.34513491484,7551.484024655587,91673.0636523879,3667.356892053309,2706.0058560765847,1144.896830869967,1177.5378788714738,0.0,107920.34513491482,1.4551915228366852e-11,1.3483940595422498e-16,True,1e-06,PASS
Behaviour cloning,test_051_5747c87e6d9a,959653586.0,106635.97936721198,7535.745401937771,90492.73977739096,3623.257848301896,2696.7936282826195,1141.8726773043138,1145.5700339943787,0.0,106635.97936721194,4.3655745685100555e-11,4.093903947256629e-16,True,1e-06,PASS
PPO,test_051_5747c87e6d9a,1694234878.0,178680.84924879443,6609.912557239046,161256.82697742843,6516.548877007432,2289.854314643537,910.4507267710856,1097.2557957048275,0.0,178680.84924879437,5.820766091346741e-11,3.2576328777360644e-16,True,1e-06,PASS
PPO,test_051_5747c87e6d9a,1635820214.0,140780.6673955085,7149.224871304461,123982.83358429064,4966.85244812376,2536.7970596127498,1032.9095460557637,1112.0498861211067,0.0,140780.6673955085,0.0,0.0,True,1e-06,PASS
PPO,test_051_5747c87e6d9a,456241246.0,164398.56157332924,6907.43782953644,147210.9252076825,5930.076031038789,2425.91845553383,968.2736479895664,955.9304015480805,0.0,164398.5615733292,2.9103830456733704e-11,1.7703214783757138e-16,True,1e-06,PASS
Vanilla SAC,test_051_5747c87e6d9a,3760190062.0,260746.3092040604,5824.233074596804,241802.2094661576,10338.362082786913,2076.331422699108,701.1085280952406,4.064629724734037,0.0,260746.3092040604,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_051_5747c87e6d9a,3890281123.0,260768.22172656667,5824.019315768234,241824.37641128767,10339.416000935746,2076.158171806776,701.105982402441,3.14584436585737,0.0,260768.2217265667,2.9103830456733704e-11,1.1160804128676024e-16,True,1e-06,PASS
Vanilla SAC,test_051_5747c87e6d9a,4226533458.0,260749.56274410916,5823.948722218148,241804.47248020937,10338.47677451735,2076.1727696865246,701.1055751513653,5.386422326352794,0.0,260749.5627441091,5.820766091346741e-11,2.2323205569702315e-16,True,1e-06,PASS
Constrained SAC,test_051_5747c87e6d9a,301721597.0,260764.8374954769,5824.515934289359,241818.9260696189,10339.17439803776,2076.123627393393,701.1141490224395,4.983317115124897,0.0,260764.83749547694,2.9103830456733704e-11,1.1160948974663244e-16,True,1e-06,PASS
Constrained SAC,test_051_5747c87e6d9a,554911178.0,260764.4563380612,5824.140677725217,241819.6092848056,10339.180735086104,2076.03270010404,701.1140076635953,4.378932676498212,0.0,260764.45633806105,1.4551915228366852e-10,5.580482644268591e-16,True,1e-06,PASS
Constrained SAC,test_051_5747c87e6d9a,1600960620.0,260773.20711274436,5824.254635991818,241829.0648066372,10339.629684037827,2076.0394597277373,701.1169276220642,3.101598727633001,0.0,260773.20711274428,8.731149137020111e-11,3.34817722790257e-16,True,1e-06,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,301721597.0,105691.5488987362,7639.715087287254,89598.1544251802,3584.61791583383,2788.981956586352,1168.7015531303732,911.3779607182544,0.0,105691.54889873628,7.275957614183426e-11,6.884143235666431e-16,True,1e-06,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,554911178.0,108780.35644855714,7602.902346336786,92670.93326455212,3698.673234136568,2767.122604682768,1160.496070956896,880.2289278919259,0.0,108780.35644855707,7.275957614183426e-11,6.6886686638357065e-16,True,1e-06,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,1600960620.0,107493.4179814471,7594.909257395614,91469.33804620588,3654.545020463838,2764.089488440838,1158.179711744544,852.3564571963544,0.0,107493.41798144706,4.3655745685100555e-11,4.061248261045653e-16,True,1e-06,PASS
Passive,test_052_9760565f31de,,291401.8771206467,6816.663111397847,269614.60880134115,11527.858592723782,2627.3066020189885,815.4400131648188,0.0,0.0,291401.8771206466,1.1641532182693481e-10,3.995009331348142e-16,True,1e-06,PASS
Reactive,test_052_9760565f31de,,96863.42005291984,8074.752691150558,80699.3808744706,3224.1325179631576,2915.221195700872,1325.0216450308249,624.911128603875,0.0,96863.42005291987,2.9103830456733704e-11,3.0046255274522904e-16,True,1e-06,PASS
Projected stochastic MPC,test_052_9760565f31de,,106776.28155622368,9551.113747974709,88128.29510364233,3543.553385281143,4120.46490102459,1432.8544183008707,0.0,0.0,106776.28155622366,1.4551915228366852e-11,1.3628415427357296e-16,True,1e-06,PASS
Behaviour cloning,test_052_9760565f31de,1409200687.0,110607.36433791473,8774.729532263615,92113.5800747785,3663.450431497808,3490.40303381595,1362.9382071796,1202.263058379303,0.0,110607.36433791478,5.820766091346741e-11,5.262548408226974e-16,True,1e-06,PASS
Behaviour cloning,test_052_9760565f31de,3018804584.0,113464.18823180234,8762.51650559496,94916.20153797022,3768.222057479926,3486.590808965905,1359.0979302001208,1171.5593915912111,0.0,113464.18823180236,1.4551915228366852e-11,1.2825117294840138e-16,True,1e-06,PASS
Behaviour cloning,test_052_9760565f31de,959653586.0,112265.7220736292,8748.283913099121,93821.03980810056,3726.519368170913,3475.5242670126045,1356.1193629974446,1138.235354248591,0.0,112265.72207362922,2.9103830456733704e-11,2.5924057601167013e-16,True,1e-06,PASS
PPO,test_052_9760565f31de,1694234878.0,194217.2682220132,7727.1055795465345,174336.95052766864,7019.014786893505,2964.600177792774,1087.0833737906569,1082.513776321023,0.0,194217.26822201314,5.820766091346741e-11,2.997038391402416e-16,True,1e-06,PASS
PPO,test_052_9760565f31de,1635820214.0,148239.0643137905,8334.303875638847,129161.18329589308,5134.932326257337,3268.836517422784,1238.1147547391688,1101.6935438392477,0.0,148239.06431379044,5.820766091346741e-11,3.9266074150504753e-16,True,1e-06,PASS
PPO,test_052_9760565f31de,456241246.0,176330.14340928258,8052.689257689762,156770.9770197005,6279.59014786963,3143.775604280736,1157.3077107198662,925.8036690220546,0.0,176330.14340928255,2.9103830456733704e-11,1.6505306406506097e-16,True,1e-06,PASS
Vanilla SAC,test_052_9760565f31de,3760190062.0,291349.9618527335,6817.480143040901,269560.639210914,11525.22199368644,2627.8092361397744,815.462249200801,3.349019751514507,0.0,291349.96185273345,5.820766091346741e-11,1.9978605984128874e-16,True,1e-06,PASS
Vanilla SAC,test_052_9760565f31de,3890281123.0,291368.20718362025,6817.257756968606,269579.20167994854,11526.123849175176,2627.657898913821,815.4594971724957,2.5065014415240947,0.0,291368.2071836202,5.820766091346741e-11,1.9977354933850053e-16,True,1e-06,PASS
Vanilla SAC,test_052_9760565f31de,4226533458.0,291351.1837526053,6817.253927594497,269561.2242982932,11525.266726735174,2627.679840503205,815.4535017669638,4.305457712313844,0.0,291351.18375260534,5.820766091346741e-11,1.9978522195706339e-16,True,1e-06,PASS
Constrained SAC,test_052_9760565f31de,301721597.0,291380.1926737105,6818.180591604548,269587.8244155805,11526.469416653745,2628.306635688905,815.5131196737152,3.898494509118545,0.0,291380.1926737105,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_052_9760565f31de,554911178.0,291370.9670718037,6817.596079929431,269580.4193922473,11526.142874940067,2627.8653685907093,815.4841854424817,3.4591706537572757,0.0,291370.96707180375,5.820766091346741e-11,1.9977165706809445e-16,True,1e-06,PASS
Constrained SAC,test_052_9760565f31de,1600960620.0,291381.4367835819,6817.732239329115,269591.12426281645,11526.641564681671,2627.939723011432,815.4970602566375,2.5019334866641705,0.0,291381.43678358203,1.1641532182693481e-10,3.995289580283047e-16,True,1e-06,PASS
Model-guided constrained SAC,test_052_9760565f31de,301721597.0,111187.5197379221,8815.246074402034,92827.17645122166,3687.951317502896,3517.564806404165,1377.0075422421448,962.5735461492008,0.0,111187.5197379221,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_052_9760565f31de,554911178.0,113947.24902616942,8776.556215007176,95587.5757239284,3789.3025164483793,3490.365270985611,1370.2661532620532,933.1831465377676,0.0,113947.24902616939,2.9103830456733704e-11,2.554149459988248e-16,True,1e-06,PASS
Model-guided constrained SAC,test_052_9760565f31de,1600960620.0,112692.90562872923,8767.345390940543,94425.5512457832,3745.787193578039,3484.349417202147,1367.3903767146296,902.4820045106312,0.0,112692.90562872919,4.3655745685100555e-11,3.8738681411699466e-16,True,1e-06,PASS
Passive,test_053_4473e6f72168,,286432.32333655807,6756.045768354876,264942.4332863979,11328.091202370622,2606.6318918808283,799.1211875539234,0.0,0.0,286432.3233365582,1.1641532182693481e-10,4.06432208735558e-16,True,1e-06,PASS
Reactive,test_053_4473e6f72168,,96276.25544280304,8006.256569775495,80217.08173039716,3210.752320145169,2899.3868525400485,1317.8334528443752,624.9445171007831,0.0,96276.25544280303,1.4551915228366852e-11,1.511474990529937e-16,True,1e-06,PASS
Projected stochastic MPC,test_053_4473e6f72168,,105694.40852355056,9430.058098351728,87289.72689012627,3516.197946793417,4053.879233828879,1404.5463544502386,0.0,0.0,105694.40852355053,2.9103830456733704e-11,2.7535827924377724e-16,True,1e-06,PASS
Behaviour cloning,test_053_4473e6f72168,1409200687.0,109759.21650651724,8660.073718994892,91487.9345937639,3645.041260828248,3426.750018294488,1335.661327067202,1203.755587568496,0.0,109759.21650651722,2.9103830456733704e-11,2.651606979629413e-16,True,1e-06,PASS
Behaviour cloning,test_053_4473e6f72168,3018804584.0,112924.08731702932,8640.03556995629,94602.22634995409,3761.917543372616,3417.5202278918773,1330.237790726837,1172.1498351276414,0.0,112924.08731702935,2.9103830456733704e-11,2.577291625570194e-16,True,1e-06,PASS
Behaviour cloning,test_053_4473e6f72168,959653586.0,111662.52669447692,8621.285114268887,93454.06273527548,3718.453841705352,3401.954342037144,1327.5043844920815,1139.2662766979554,0.0,111662.52669447691,1.4551915228366852e-11,1.3032049031258954e-16,True,1e-06,PASS
PPO,test_053_4473e6f72168,1694234878.0,192241.6761984249,7630.530437362736,172600.41117171594,6950.986720960032,2911.6909701673594,1063.4332996115468,1084.6235986072668,0.0,192241.6761984249,0.0,0.0,True,1e-06,PASS
PPO,test_053_4473e6f72168,1635820214.0,147729.2879254701,8231.432317564195,128834.93125479454,5130.839690261811,3219.243626037812,1210.2673412208464,1102.5736955909044,0.0,147729.2879254701,0.0,0.0,True,1e-06,PASS
PPO,test_053_4473e6f72168,456241246.0,174998.59002103284,7962.026976798662,155636.19458084757,6240.888839958379,3098.6088568609107,1132.9897148882674,927.8810516790676,0.0,174998.59002103284,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_053_4473e6f72168,3760190062.0,286379.0199264912,6756.90533360354,264886.7986918857,11325.376454778718,2607.364865732171,799.1516924379347,3.422888053170213,0.0,286379.01992649125,5.820766091346741e-11,2.0325392875640248e-16,True,1e-06,PASS
Vanilla SAC,test_053_4473e6f72168,3890281123.0,286397.2319700211,6756.650836742387,264905.48837212217,11326.285440786614,2607.103451934809,799.1450830697012,2.558785365481416,0.0,286397.23197002115,5.820766091346741e-11,2.0324100380816653e-16,True,1e-06,PASS
Vanilla SAC,test_053_4473e6f72168,4226533458.0,286378.2769534614,6756.63535862443,264885.61259812885,11325.345839798998,2607.158435186889,799.1364610732671,4.388260648928643,0.0,286378.27695346135,5.820766091346741e-11,2.0325445607358894e-16,True,1e-06,PASS
Constrained SAC,test_053_4473e6f72168,301721597.0,286410.3436981437,6757.562414474991,264915.1416551957,11326.67463921624,2607.791827175931,799.2014088090193,3.971753271870087,0.0,286410.3436981437,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_053_4473e6f72168,554911178.0,286401.43280932703,6757.004706074582,264908.0236607135,11326.360533803205,2607.33713475906,799.1746936653631,3.53208031125175,0.0,286401.432809327,5.820766091346741e-11,2.0323802273789393e-16,True,1e-06,PASS
Constrained SAC,test_053_4473e6f72168,1600960620.0,286411.50701302395,6757.128640312669,264918.3847526269,11326.844438478078,2607.4042160527138,799.1852667361145,2.55969881753068,0.0,286411.507013024,5.820766091346741e-11,2.0323087406827039e-16,True,1e-06,PASS
Model-guided constrained SAC,test_053_4473e6f72168,301721597.0,110339.04927305171,8702.886175428404,92189.00437887965,3670.0032587703167,3464.956887462629,1348.0690038505172,964.1295686602192,0.0,110339.04927305173,1.4551915228366852e-11,1.3188363797077678e-16,True,1e-06,PASS
Model-guided constrained SAC,test_053_4473e6f72168,554911178.0,113419.05008511884,8663.556052120166,95258.25121052074,3784.061033364779,3438.9702664320894,1340.283268149215,933.9282545318724,0.0,113419.05008511887,2.9103830456733704e-11,2.56604427870731e-16,True,1e-06,PASS
Model-guided constrained SAC,test_053_4473e6f72168,1600960620.0,112107.79788504554,8653.439542043536,94042.96113439884,3738.6139821980314,3431.817617444166,1337.5667645479034,903.3988444130416,0.0,112107.7978850455,4.3655745685100555e-11,3.894086451494196e-16,True,1e-06,PASS
Passive,test_054_c66f0b1dacc4,,279991.84235275025,6444.338564654063,259311.21655656188,11087.318269795243,2365.750544308431,783.2184174306295,0.0,0.0,279991.84235275025,0.0,0.0,True,1e-06,PASS
Reactive,test_054_c66f0b1dacc4,,104464.180261891,7781.319174828077,88605.3626728946,3578.8533297846247,2691.377534541953,1237.4899272796624,569.777622562134,0.0,104464.18026189106,5.820766091346741e-11,5.572021028408129e-16,True,1e-06,PASS
Projected stochastic MPC,test_054_c66f0b1dacc4,,113490.53072655691,9078.898352511162,95442.80039403436,3877.991393706904,3751.94906424103,1338.8915220634556,0.0,0.0,113490.53072655691,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_054_c66f0b1dacc4,1409200687.0,118779.3502142947,8297.532708320701,100791.20110096468,4052.2733143552423,3169.236106350165,1260.7042093023483,1208.402775001513,0.0,118779.35021429465,4.3655745685100555e-11,3.6753649187623466e-16,True,1e-06,PASS
Behaviour cloning,test_054_c66f0b1dacc4,3018804584.0,122026.04251258473,8281.351098114712,103978.8621936015,4173.15447532252,3162.4830413535906,1255.9191363648472,1174.2725678275513,0.0,122026.04251258471,1.4551915228366852e-11,1.1925253764470884e-16,True,1e-06,PASS
Behaviour cloning,test_054_c66f0b1dacc4,959653586.0,120701.07598360877,8265.520633229791,102757.26062527168,4127.136409502302,3155.777208175756,1252.8845498913404,1142.496557537884,0.0,120701.07598360877,0.0,0.0,True,1e-06,PASS
PPO,test_054_c66f0b1dacc4,1694234878.0,196574.12727248468,7272.005324037224,177357.30245411245,7171.532239976483,2674.9123319972373,1005.5862073021729,1092.7887150591305,0.0,196574.1272724847,2.9103830456733704e-11,1.4805524440350645e-16,True,1e-06,PASS
PPO,test_054_c66f0b1dacc4,1635820214.0,154425.9819350926,7861.156333580392,135908.28513174874,5443.597175055676,2962.5684674091085,1143.108083756084,1107.2667435425587,0.0,154425.98193509257,2.9103830456733704e-11,1.8846459703242458e-16,True,1e-06,PASS
PPO,test_054_c66f0b1dacc4,456241246.0,181007.2255120784,7583.687149897405,162045.12324856658,6527.839143918308,2835.988447094929,1068.1827999558757,946.4047226452552,0.0,181007.22551207835,5.820766091346741e-11,3.2157644949694714e-16,True,1e-06,PASS
Vanilla SAC,test_054_c66f0b1dacc4,3760190062.0,279930.72607190965,6444.950751220866,259248.8376579464,11084.228103151754,2365.8759183198254,783.2272718301134,3.6063694407824944,0.0,279930.72607190977,1.1641532182693481e-10,4.1587189609557046e-16,True,1e-06,PASS
Vanilla SAC,test_054_c66f0b1dacc4,3890281123.0,279952.1944074465,6444.804624186835,259270.3264018804,11085.284581819502,2365.8450829985213,783.2297987308403,2.703917830488884,0.0,279952.19440744654,5.820766091346741e-11,2.0792000232993757e-16,True,1e-06,PASS
Vanilla SAC,test_054_c66f0b1dacc4,4226533458.0,279929.4726315438,6444.639561893103,259247.1261185343,11084.179735775764,2365.703119829574,783.2127478882688,4.611347622876727,0.0,279929.47263154393,1.1641532182693481e-10,4.158737582454066e-16,True,1e-06,PASS
Constrained SAC,test_054_c66f0b1dacc4,301721597.0,279966.28994157724,6445.651902794718,259281.1742934391,11085.726684961704,2366.3323984141,783.2863503605914,4.118311607085324,0.0,279966.2899415773,5.820766091346741e-11,2.0790953412860548e-16,True,1e-06,PASS
