date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2019-08-28,2019,8,28,port988,Port of Sohar,Oman,OMN,2,2,0,0,2,4,6,3091,7018,0,0,40791,10110,50901,0,0,0,0,0,0,0,3212474
2019-08-29,2019,8,29,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,10,1,11,0,369,0,0,83994,369,84364,0,0,0,0,89797,0,89797,176654
2019-08-29,2019,8,29,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188491
2019-08-29,2019,8,29,port744,Jebel Ali,United Arab Emirates,ARE,9,1,3,1,2,14,16,234633,0,3434,0,15332,238068,253401,172710,0,2279,0,1059,174990,176049,192393
2019-08-29,2019,8,29,port988,Port of Sohar,Oman,OMN,0,1,0,0,3,1,4,0,0,0,0,0,0,0,0,84521,0,0,10820,84521,95341,3212475
2019-08-30,2019,8,30,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,6,1,7,0,0,0,0,82467,0,82467,0,0,1358,0,64563,1358,65922,176655
2019-08-30,2019,8,30,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188492
2019-08-30,2019,8,30,port744,Jebel Ali,United Arab Emirates,ARE,13,1,1,0,2,15,17,284172,0,4188,0,1492,288360,289853,255569,0,0,0,0,255569,255569,192394
2019-08-30,2019,8,30,port988,Port of Sohar,Oman,OMN,0,0,0,0,4,0,4,0,0,0,0,7311,0,7311,0,0,0,0,32552,0,32552,3212476
2019-08-31,2019,8,31,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,65459,0,65459,0,70905,0,0,207434,70905,278340,176656
2019-08-31,2019,8,31,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188493
2019-08-31,2019,8,31,port744,Jebel Ali,United Arab Emirates,ARE,15,3,2,1,1,21,22,160324,81943,1128,0,0,243395,243395,173952,2121,2834,0,0,178908,178908,192395
2019-08-31,2019,8,31,port988,Port of Sohar,Oman,OMN,1,3,0,1,1,5,6,10786,0,0,1541,2035,12328,14363,0,267873,0,0,2944,267873,270817,3212477
2019-09-01,2019,9,1,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,61263,0,61263,0,0,0,0,29934,0,29934,176657
2019-09-01,2019,9,1,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188494
2019-09-01,2019,9,1,port744,Jebel Ali,United Arab Emirates,ARE,10,1,4,2,0,17,17,512512,9919,2257,6679,0,531368,531368,160546,0,2701,0,0,163248,163248,192396
2019-09-01,2019,9,1,port988,Port of Sohar,Oman,OMN,2,0,0,0,1,2,3,3149,0,0,0,0,3149,3149,5416,0,0,0,39809,5416,45225,3212478
2019-09-02,2019,9,2,port362,Fujairah,United Arab Emirates,ARE,0,3,0,0,2,3,5,0,10406,0,0,2570,10406,12977,0,147808,0,0,0,147808,147808,176658
2019-09-02,2019,9,2,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188495
2019-09-02,2019,9,2,port744,Jebel Ali,United Arab Emirates,ARE,9,1,1,1,4,12,16,143136,3479,1128,0,113258,147744,261003,534360,0,1139,0,29322,535500,564823,192397
2019-09-02,2019,9,2,port988,Port of Sohar,Oman,OMN,2,1,1,0,2,4,6,3856,0,698,0,74374,4555,78929,16022,55588,808,0,17899,72418,90318,3212479
2019-09-03,2019,9,3,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,6,2,8,0,60904,0,0,49155,60904,110060,0,84576,0,0,27922,84576,112498,176659
2019-09-03,2019,9,3,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188496
2019-09-03,2019,9,3,port744,Jebel Ali,United Arab Emirates,ARE,10,1,1,0,4,12,16,101136,55324,0,0,104879,156461,261340,99235,0,1840,0,58138,101075,159213,192398
2019-09-03,2019,9,3,port988,Port of Sohar,Oman,OMN,3,3,1,0,1,7,8,4696,0,159,0,12683,4856,17539,3946,163689,0,0,0,167636,167636,3212480
2019-09-04,2019,9,4,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,9,1,10,0,0,0,0,101435,0,101435,0,54075,0,0,188043,54075,242118,176660
2019-09-04,2019,9,4,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,1548,0,1548,0,0,0,0,4235,0,4235,188497
2019-09-04,2019,9,4,port744,Jebel Ali,United Arab Emirates,ARE,8,2,1,0,1,11,12,636431,10456,1128,0,0,648016,648016,139555,0,1139,0,34211,140695,174906,192399
2019-09-04,2019,9,4,port988,Port of Sohar,Oman,OMN,1,3,0,0,1,4,5,0,387719,0,0,76027,387719,463747,0,100619,0,0,0,100619,100619,3212481
2019-09-05,2019,9,5,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,11,1,12,0,0,700,0,69908,700,70609,0,0,0,0,234953,0,234953,176661
2019-09-05,2019,9,5,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10676,0,10676,188498
2019-09-05,2019,9,5,port744,Jebel Ali,United Arab Emirates,ARE,11,4,0,0,3,15,18,227319,69417,0,0,65619,296736,362356,296313,54252,0,0,63380,350566,413946,192400
2019-09-05,2019,9,5,port988,Port of Sohar,Oman,OMN,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,90433,0,0,5686,90433,96119,3212482
2019-09-06,2019,9,6,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,6,0,6,0,0,0,0,57911,0,57911,0,0,0,0,73937,0,73937,176662
2019-09-06,2019,9,6,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188499
2019-09-06,2019,9,6,port744,Jebel Ali,United Arab Emirates,ARE,10,1,1,1,3,13,16,242560,0,0,0,123860,242560,366420,111001,2912,843,0,0,114758,114758,192401
2019-09-06,2019,9,6,port988,Port of Sohar,Oman,OMN,0,0,1,1,0,2,2,0,0,2404,0,0,2404,2404,0,0,3114,0,0,3114,3114,3212483
2019-09-07,2019,9,7,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,7,1,8,0,0,0,0,34979,0,34979,0,0,27395,0,52951,27395,80347,176663
2019-09-07,2019,9,7,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188500
2019-09-07,2019,9,7,port744,Jebel Ali,United Arab Emirates,ARE,16,0,2,0,3,18,21,251517,0,2882,0,5659,254400,260060,377277,0,1139,0,16908,378417,395325,192402
2019-09-07,2019,9,7,port988,Port of Sohar,Oman,OMN,0,2,0,1,2,3,5,0,6095,0,1165,0,7261,7261,0,493,0,0,41666,493,42160,3212484
2019-09-08,2019,9,8,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,3,1,4,0,0,0,0,15498,0,15498,0,62504,0,0,52265,62504,114770,176664
2019-09-08,2019,9,8,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188501
2019-09-08,2019,9,8,port744,Jebel Ali,United Arab Emirates,ARE,9,1,1,2,2,13,15,287293,21692,1128,7080,13748,317195,330943,147754,2121,1139,0,5019,151016,156035,192403
2019-09-08,2019,9,8,port988,Port of Sohar,Oman,OMN,1,1,0,1,0,3,3,1999,0,0,508,0,2508,2508,0,78917,0,0,0,78917,78917,3212485
2019-09-09,2019,9,9,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,48320,0,0,108908,48320,157228,0,21350,0,0,46387,21350,67737,176665
2019-09-09,2019,9,9,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188502
2019-09-09,2019,9,9,port744,Jebel Ali,United Arab Emirates,ARE,12,2,2,3,0,19,19,82800,132075,1128,2293,0,218297,218297,247142,0,1139,275,0,248558,248558,192404
2019-09-09,2019,9,9,port988,Port of Sohar,Oman,OMN,0,0,0,3,1,3,4,0,0,0,185,0,185,185,0,0,0,0,68258,0,68258,3212486
2019-09-10,2019,9,10,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,7,0,7,0,0,0,0,87942,0,87942,0,0,0,0,46486,0,46486,176666
2019-09-10,2019,9,10,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188503
2019-09-10,2019,9,10,port744,Jebel Ali,United Arab Emirates,ARE,9,1,1,1,2,12,14,141888,18662,0,0,5160,160551,165711,201976,0,1409,0,0,203386,203386,192405
2019-09-10,2019,9,10,port988,Port of Sohar,Oman,OMN,2,0,1,0,2,3,5,13513,0,0,0,70260,13513,83774,3833,0,184,0,4850,4018,8868,3212487
2019-09-11,2019,9,11,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,5203,0,0,111169,5203,116372,0,124495,0,0,24625,124495,149121,176667
2019-09-11,2019,9,11,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188504
2019-09-11,2019,9,11,port744,Jebel Ali,United Arab Emirates,ARE,7,1,1,1,5,10,15,73751,22245,237,0,161237,96235,257473,217198,0,0,0,0,217198,217198,192406
2019-09-11,2019,9,11,port988,Port of Sohar,Oman,OMN,1,1,0,0,0,2,2,2481,0,0,0,0,2481,2481,0,0,0,0,0,0,0,3212488
2019-09-12,2019,9,12,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,8,0,8,0,0,0,0,69197,0,69197,0,0,0,0,217520,0,217520,176668
2019-09-12,2019,9,12,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188505
2019-09-12,2019,9,12,port744,Jebel Ali,United Arab Emirates,ARE,10,0,0,1,2,11,13,184172,0,0,1640,9854,185812,195666,182593,0,0,98,4200,182691,186891,192407
2019-09-12,2019,9,12,port988,Port of Sohar,Oman,OMN,1,4,0,2,2,7,9,0,42221,0,0,0,42221,42221,0,29052,0,4198,42713,33250,75963,3212489
2019-09-13,2019,9,13,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,7,2,9,0,5203,0,0,57071,5203,62274,0,114390,0,0,165742,114390,280133,176669
2019-09-13,2019,9,13,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188506
2019-09-13,2019,9,13,port744,Jebel Ali,United Arab Emirates,ARE,15,1,2,3,3,21,24,143475,0,2257,2629,0,148362,148362,157692,0,2279,0,1065,159972,161037,192408
2019-09-13,2019,9,13,port988,Port of Sohar,Oman,OMN,2,1,0,0,1,3,4,2335,0,0,0,0,2335,2335,18983,100619,0,0,360,119602,119963,3212490
2019-09-14,2019,9,14,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,208232,0,208232,0,70905,0,0,28553,70905,99459,176670
2019-09-14,2019,9,14,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188507
2019-09-14,2019,9,14,port744,Jebel Ali,United Arab Emirates,ARE,11,1,2,1,5,15,20,355678,0,0,0,9854,355678,365533,259605,0,3553,264,5604,263424,269029,192409
2019-09-14,2019,9,14,port988,Port of Sohar,Oman,OMN,1,0,0,0,1,1,2,5156,0,0,0,2035,5156,7191,0,0,0,0,2944,0,2944,3212491
2019-09-15,2019,9,15,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,49166,0,49166,0,101569,0,0,90787,101569,192357,176671
2019-09-15,2019,9,15,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188508
2019-09-15,2019,9,15,port744,Jebel Ali,United Arab Emirates,ARE,10,2,2,1,6,15,21,204798,0,66,0,119732,204865,324598,115914,0,5294,0,0,121208,121208,192410
2019-09-15,2019,9,15,port988,Port of Sohar,Oman,OMN,1,1,0,0,1,2,3,0,27514,0,0,0,27514,27514,2588,0,0,0,6842,2588,9431,3212492
2019-09-16,2019,9,16,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,12,1,13,0,0,0,0,175583,0,175583,0,53834,0,0,132981,53834,186815,176672
2019-09-16,2019,9,16,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,0,1,1,2899,0,0,0,0,2899,2899,0,0,0,0,0,0,0,188509
2019-09-16,2019,9,16,port744,Jebel Ali,United Arab Emirates,ARE,11,2,4,2,7,19,26,52292,0,2257,5847,20843,60397,81240,206124,0,4697,98,5176,210920,216096,192411
2019-09-16,2019,9,16,port988,Port of Sohar,Oman,OMN,2,0,0,2,3,4,7,3663,0,0,3578,0,7241,7241,2196,0,0,76,48191,2272,50463,3212493
2019-09-17,2019,9,17,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,9,1,10,0,5203,0,0,97323,5203,102526,0,43113,0,0,48242,43113,91355,176673
2019-09-17,2019,9,17,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188510
2019-09-17,2019,9,17,port744,Jebel Ali,United Arab Emirates,ARE,14,4,0,0,4,18,22,483814,25790,0,0,4302,509605,513907,100380,32449,0,0,8486,132829,141316,192412
2019-09-17,2019,9,17,port988,Port of Sohar,Oman,OMN,2,0,1,2,2,5,7,11007,0,0,0,0,11007,11007,0,0,6604,0,43981,6604,50586,3212494
2019-09-18,2019,9,18,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,7,2,9,0,0,0,0,76688,0,76688,0,144294,0,0,188640,144294,332935,176674
2019-09-18,2019,9,18,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188511
2019-09-18,2019,9,18,port744,Jebel Ali,United Arab Emirates,ARE,10,0,1,1,2,12,14,415523,0,1128,2212,33836,418864,452700,190310,0,1139,0,10599,191450,202049,192413
2019-09-18,2019,9,18,port988,Port of Sohar,Oman,OMN,1,2,1,1,0,5,5,0,53553,4978,429,0,58961,58961,0,0,0,0,0,0,0,3212495
2019-09-19,2019,9,19,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,80282,0,80282,0,76538,0,0,37159,76538,113697,176675
2019-09-19,2019,9,19,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188512
2019-09-19,2019,9,19,port744,Jebel Ali,United Arab Emirates,ARE,7,0,0,1,1,8,9,61125,0,0,2797,0,63922,63922,218107,0,0,0,4717,218107,222824,192415
2019-09-19,2019,9,19,port988,Port of Sohar,Oman,OMN,1,2,0,1,3,4,7,0,65116,0,0,5495,65116,70611,0,37437,0,1019,74181,38457,112639,3212496
2019-09-20,2019,9,20,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,13,1,14,0,31185,0,0,49888,31185,81074,0,0,0,0,525252,0,525252,176676
2019-09-20,2019,9,20,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188513
2019-09-20,2019,9,20,port744,Jebel Ali,United Arab Emirates,ARE,12,1,1,1,5,15,20,249734,13866,1128,0,586,264729,265315,142006,0,1139,510,124224,143657,267881,192418
2019-09-20,2019,9,20,port988,Port of Sohar,Oman,OMN,0,1,1,0,2,2,4,0,0,1977,0,37044,1977,39021,0,1220,0,0,1225,1220,2446,3212497
2019-09-21,2019,9,21,port362,Fujairah,United Arab Emirates,ARE,0,3,0,0,5,3,8,0,43995,0,0,23247,43995,67242,0,90785,0,0,27922,90785,118707,176677
2019-09-21,2019,9,21,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188514
2019-09-21,2019,9,21,port744,Jebel Ali,United Arab Emirates,ARE,7,1,3,0,3,11,14,180920,0,3500,0,8700,184420,193121,53237,0,2279,0,56159,55517,111676,192421
2019-09-21,2019,9,21,port988,Port of Sohar,Oman,OMN,1,1,0,1,1,3,4,9953,10615,0,531,0,21100,21100,0,37437,0,59,0,37496,37496,3212498
2019-09-22,2019,9,22,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,8,0,8,0,0,0,0,15819,0,15819,0,0,0,0,159417,0,159417,176678
2019-09-22,2019,9,22,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188515
2019-09-22,2019,9,22,port744,Jebel Ali,United Arab Emirates,ARE,12,1,0,2,2,15,17,176067,0,0,2827,39657,178895,218552,157639,0,0,177,4200,157816,162017,192424
2019-09-22,2019,9,22,port988,Port of Sohar,Oman,OMN,3,1,0,1,1,5,6,10699,0,0,561,0,11261,11261,7517,84521,0,0,23650,92039,115689,3212499
2019-09-23,2019,9,23,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,12,1,13,0,0,0,0,143639,0,143639,0,0,0,0,130809,0,130809,176679
2019-09-23,2019,9,23,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188516
2019-09-23,2019,9,23,port744,Jebel Ali,United Arab Emirates,ARE,14,2,2,1,1,19,20,207003,0,2257,2302,156,211562,211719,393766,0,2279,0,0,396046,396046,192427
2019-09-23,2019,9,23,port988,Port of Sohar,Oman,OMN,0,0,0,2,1,2,3,0,0,0,3064,56816,3064,59880,0,0,0,0,0,0,0,3212500
2019-09-24,2019,9,24,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,10,1,11,0,0,1120,0,128682,1120,129803,0,0,1520,0,247612,1520,249133,176680
2019-09-24,2019,9,24,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188517
2019-09-24,2019,9,24,port744,Jebel Ali,United Arab Emirates,ARE,9,1,6,3,0,19,19,313803,58079,9943,7731,0,389556,389556,249944,0,6345,98,0,256388,256388,192430
2019-09-24,2019,9,24,port988,Port of Sohar,Oman,OMN,2,0,0,0,1,2,3,1762,0,0,0,0,1762,1762,5423,0,0,0,0,5423,5423,3212501
2019-09-25,2019,9,25,port362,Fujairah,United Arab Emirates,ARE,0,3,0,0,10,3,13,0,7747,0,0,191332,7747,199079,0,155842,0,0,214846,155842,370688,176681
2019-09-25,2019,9,25,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188518
2019-09-25,2019,9,25,port744,Jebel Ali,United Arab Emirates,ARE,8,1,2,0,3,11,14,49875,21692,1128,0,34129,72696,106826,201609,2121,1559,0,10599,205290,215889,192433
2019-09-25,2019,9,25,port988,Port of Sohar,Oman,OMN,2,2,0,0,1,4,5,0,53772,0,0,0,53772,53772,23329,551,0,0,0,23881,23881,3212502
2019-09-26,2019,9,26,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,5,1,6,0,0,1120,0,93747,1120,94868,0,0,1520,0,37109,1520,38629,176682
2019-09-26,2019,9,26,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188519
2019-09-26,2019,9,26,port744,Jebel Ali,United Arab Emirates,ARE,10,0,0,0,4,10,14,105590,0,0,0,26474,105590,132064,435016,0,0,0,4200,435016,439216,192436
2019-09-26,2019,9,26,port988,Port of Sohar,Oman,OMN,0,3,0,0,2,3,5,0,399378,0,0,15220,399378,414598,0,95613,0,0,0,95613,95613,3212503
2019-09-27,2019,9,27,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,5203,0,0,26422,5203,31625,0,97534,0,0,52359,97534,149894,176683
2019-09-27,2019,9,27,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188520
2019-09-27,2019,9,27,port744,Jebel Ali,United Arab Emirates,ARE,14,2,2,1,6,19,25,404476,12431,1128,1640,111871,419677,531549,235805,0,3288,98,0,239191,239191,192439
2019-09-27,2019,9,27,port988,Port of Sohar,Oman,OMN,2,1,0,1,0,4,4,479,3317,0,3627,0,7425,7425,871,0,0,0,0,871,871,3212504
2019-09-28,2019,9,28,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,0,0,0,68968,0,68968,0,70425,0,0,75403,70425,145828,176684
2019-09-28,2019,9,28,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188521
2019-09-28,2019,9,28,port744,Jebel Ali,United Arab Emirates,ARE,12,3,1,0,4,16,20,176209,102076,1128,0,72964,279414,352378,184567,0,1139,0,2629,185707,188337,192441
2019-09-28,2019,9,28,port988,Port of Sohar,Oman,OMN,1,1,0,0,1,2,3,15558,0,0,0,0,15558,15558,0,61991,0,0,2791,61991,64782,3212505
2019-09-29,2019,9,29,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,8,1,9,0,0,0,0,200274,0,200274,0,70905,0,0,36490,70905,107396,176685
2019-09-29,2019,9,29,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188522
2019-09-29,2019,9,29,port744,Jebel Ali,United Arab Emirates,ARE,13,1,2,2,1,18,19,198999,10990,1789,7320,9854,219100,228954,171481,0,1336,0,4200,172817,177018,192443
2019-09-29,2019,9,29,port988,Port of Sohar,Oman,OMN,1,0,1,0,0,2,2,0,0,2404,0,0,2404,2404,6632,0,3114,0,0,9747,9747,3212506
2019-09-30,2019,9,30,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,12,1,13,0,0,0,0,31166,0,31166,0,84576,0,0,155026,84576,239603,176686
2019-09-30,2019,9,30,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188523
2019-09-30,2019,9,30,port744,Jebel Ali,United Arab Emirates,ARE,13,2,3,0,7,18,25,229235,21692,2257,0,20133,253185,273318,210243,8824,3979,0,5019,223048,228067,192446
2019-09-30,2019,9,30,port988,Port of Sohar,Oman,OMN,1,1,0,0,0,2,2,7710,0,0,0,0,7710,7710,0,100619,0,0,0,100619,100619,3212507
2019-10-01,2019,10,1,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,11,0,11,0,0,0,0,166102,0,166102,0,0,0,0,103512,0,103512,176687
2019-10-01,2019,10,1,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188524
2019-10-01,2019,10,1,port744,Jebel Ali,United Arab Emirates,ARE,7,0,1,0,3,8,11,228774,0,1128,0,9854,229903,239757,68812,0,1139,0,4200,69951,74152,192449
2019-10-01,2019,10,1,port988,Port of Sohar,Oman,OMN,1,3,0,0,1,4,5,2434,37693,0,0,0,40127,40127,0,110131,0,0,10648,110131,120780,3212508
2019-10-02,2019,10,2,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,9,2,11,0,0,0,0,102550,0,102550,0,78019,0,0,73289,78019,151308,176688
2019-10-02,2019,10,2,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3950,0,0,3950,3950,188525
2019-10-02,2019,10,2,port744,Jebel Ali,United Arab Emirates,ARE,9,2,3,1,2,15,17,241542,21692,1128,514,10711,264877,275589,189144,2121,2697,0,0,193963,193963,192452
2019-10-02,2019,10,2,port988,Port of Sohar,Oman,OMN,1,0,0,2,0,3,3,0,0,0,5362,0,5362,5362,0,0,0,0,0,0,0,3212509
2019-10-03,2019,10,3,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,9,2,11,0,5203,0,0,233225,5203,238428,0,105270,0,0,56941,105270,162211,176689
2019-10-03,2019,10,3,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188526
2019-10-03,2019,10,3,port744,Jebel Ali,United Arab Emirates,ARE,12,1,0,3,3,16,19,243668,21692,0,653,41806,266014,307820,281994,2121,0,177,566,284293,284860,192455
2019-10-03,2019,10,3,port988,Port of Sohar,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212510
2019-10-04,2019,10,4,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,8,0,8,0,0,0,0,174572,0,174572,0,0,0,0,18076,0,18076,176690
2019-10-04,2019,10,4,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188527
2019-10-04,2019,10,4,port744,Jebel Ali,United Arab Emirates,ARE,13,2,5,1,4,21,25,200795,21692,10225,3062,64305,235775,300081,240099,2121,3135,0,61977,245357,307334,192458
2019-10-04,2019,10,4,port988,Port of Sohar,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212511
2019-10-05,2019,10,5,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,7,1,8,0,0,560,0,49888,560,50449,0,0,0,0,93741,0,93741,176691
2019-10-05,2019,10,5,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188528
2019-10-05,2019,10,5,port744,Jebel Ali,United Arab Emirates,ARE,11,1,1,2,2,15,17,278794,64525,1199,0,17005,344519,361525,117120,0,0,0,0,117120,117120,192461
2019-10-05,2019,10,5,port988,Port of Sohar,Oman,OMN,1,1,0,1,0,3,3,8703,10615,0,2637,0,21957,21957,0,37437,0,0,0,37437,37437,3212512
2019-10-06,2019,10,6,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,35183,0,35183,0,0,0,0,89358,0,89358,176692
2019-10-06,2019,10,6,port561,Khor Fakkan,United Arab Emirates,ARE,0,1,0,0,0,1,1,0,5877,0,0,0,5877,5877,0,9280,0,0,0,9280,9280,188529
2019-10-06,2019,10,6,port744,Jebel Ali,United Arab Emirates,ARE,9,0,1,2,4,12,16,41039,0,0,2748,44800,43787,88588,188168,0,424,98,9211,188691,197903,192464
2019-10-06,2019,10,6,port988,Port of Sohar,Oman,OMN,1,0,1,0,1,2,3,3849,0,2404,0,77217,6253,83471,0,0,3114,0,0,3114,3114,3212513
2019-10-07,2019,10,7,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,12,0,12,0,0,0,0,101761,0,101761,0,0,0,0,79039,0,79039,176693
