date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2021-12-07,2021,12,7,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,2,1,3,552,0,0,0,1548,552,2100,0,0,0,0,8323,0,8323,189051
2021-12-07,2021,12,7,port744,Jebel Ali,United Arab Emirates,ARE,13,1,4,0,4,18,22,234127,59687,4514,0,57439,298329,355768,92093,0,4559,0,39086,96653,135740,194012
2021-12-07,2021,12,7,port988,Port of Sohar,Oman,OMN,1,5,0,1,0,7,7,5189,65724,0,1104,0,72017,72017,0,127272,0,0,0,127272,127272,3213029
2021-12-08,2021,12,8,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,7,0,7,0,0,0,0,15498,0,15498,0,0,0,0,108117,0,108117,177468
2021-12-08,2021,12,8,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,1,1,1,2,0,0,0,0,1548,0,1548,0,0,0,0,4235,0,4235,189054
2021-12-08,2021,12,8,port744,Jebel Ali,United Arab Emirates,ARE,9,1,3,1,5,14,19,118855,0,560,1640,37660,121055,158716,159830,0,359,98,5019,160288,165307,194013
2021-12-08,2021,12,8,port988,Port of Sohar,Oman,OMN,3,2,0,0,2,5,7,1365,316572,0,0,42211,317937,360149,3204,62221,0,0,42718,65426,108145,3213032
2021-12-09,2021,12,9,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,10,1,11,0,0,391,0,153605,391,153996,0,0,0,0,74609,0,74609,177471
2021-12-09,2021,12,9,port561,Khor Fakkan,United Arab Emirates,ARE,2,1,0,0,1,3,4,14115,5877,0,0,0,19993,19993,3134,9280,0,0,1583,12415,13998,189057
2021-12-09,2021,12,9,port744,Jebel Ali,United Arab Emirates,ARE,9,1,0,2,2,12,14,450795,21692,0,5047,13748,477535,491284,191670,2121,0,98,6071,193890,199962,194014
2021-12-09,2021,12,9,port988,Port of Sohar,Oman,OMN,1,1,0,0,1,2,3,3149,0,0,0,5939,3149,9089,1797,86130,0,0,0,87928,87928,3213035
2021-12-10,2021,12,10,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,10,0,10,0,0,0,0,27416,0,27416,0,0,0,0,118553,0,118553,177474
2021-12-10,2021,12,10,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,1548,0,1548,0,0,0,0,4235,0,4235,189059
2021-12-10,2021,12,10,port744,Jebel Ali,United Arab Emirates,ARE,11,2,1,0,4,14,18,311577,92033,1128,0,45356,404739,450096,144588,2121,1139,0,1527,147850,149377,194015
2021-12-10,2021,12,10,port988,Port of Sohar,Oman,OMN,0,1,0,0,3,1,4,0,0,0,0,5495,0,5495,0,85349,0,0,29243,85349,114592,3213038
2021-12-11,2021,12,11,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,7,0,7,0,0,0,0,92424,0,92424,0,0,0,0,172907,0,172907,177477
2021-12-11,2021,12,11,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,2,1,3,3336,0,0,0,2174,3336,5510,0,0,0,0,18943,0,18943,189061
2021-12-11,2021,12,11,port744,Jebel Ali,United Arab Emirates,ARE,9,3,3,1,6,16,22,321576,98201,1128,2782,54135,423688,477823,290349,23689,6427,0,39020,320466,359486,194016
2021-12-11,2021,12,11,port988,Port of Sohar,Oman,OMN,2,1,0,1,1,4,5,10035,0,0,2030,0,12066,12066,1797,50888,0,0,14414,52686,67100,3213041
2021-12-12,2021,12,12,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,7,0,7,0,0,0,0,171282,0,171282,0,0,0,0,28995,0,28995,177480
2021-12-12,2021,12,12,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,1,1,2,7201,0,0,0,0,7201,7201,3134,0,0,0,5557,3134,8691,189064
2021-12-12,2021,12,12,port744,Jebel Ali,United Arab Emirates,ARE,14,1,1,0,4,16,20,472307,15705,1128,0,64516,489142,553659,181075,0,1139,0,4200,182215,186415,194019
2021-12-12,2021,12,12,port988,Port of Sohar,Oman,OMN,1,1,0,0,4,2,6,1042,0,0,0,33432,1042,34475,0,84521,0,0,15372,84521,99894,3213044
2021-12-13,2021,12,13,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,5,2,7,0,0,0,0,17835,0,17835,0,135323,0,0,33330,135323,168653,177483
2021-12-13,2021,12,13,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,2,0,2,0,0,0,0,527,0,527,0,0,0,0,6837,0,6837,189067
2021-12-13,2021,12,13,port744,Jebel Ali,United Arab Emirates,ARE,10,2,1,2,3,15,18,222579,25396,653,511,15599,249141,264741,83945,2121,0,0,4200,86067,90267,194020
2021-12-13,2021,12,13,port988,Port of Sohar,Oman,OMN,2,3,0,2,1,7,8,3149,254585,0,1180,0,258916,258916,1797,56648,0,76,1584,58522,60107,3213047
2021-12-14,2021,12,14,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,14,0,14,0,0,0,0,59455,0,59455,0,0,0,0,146935,0,146935,177486
2021-12-14,2021,12,14,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,1548,0,1548,0,0,0,0,4235,0,4235,189070
2021-12-14,2021,12,14,port744,Jebel Ali,United Arab Emirates,ARE,12,1,4,1,5,18,23,300135,0,1414,1532,23602,303082,326685,237710,0,3629,0,62476,241340,303817,194021
2021-12-14,2021,12,14,port988,Port of Sohar,Oman,OMN,1,3,0,2,0,6,6,4307,16782,0,2118,0,23208,23208,0,67854,0,0,0,67854,67854,3213050
2021-12-15,2021,12,15,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,56916,0,56916,0,0,0,0,27922,0,27922,177489
2021-12-15,2021,12,15,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189073
2021-12-15,2021,12,15,port744,Jebel Ali,United Arab Emirates,ARE,11,0,4,1,4,16,20,102725,0,3525,0,73930,106251,180181,327988,0,1493,0,1088,329482,330571,194022
2021-12-15,2021,12,15,port988,Port of Sohar,Oman,OMN,1,2,0,0,0,3,3,0,0,0,0,0,0,0,1032,91763,0,0,0,92796,92796,3213053
2021-12-16,2021,12,16,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,14,2,16,0,0,0,0,49832,0,49832,0,68276,0,0,236458,68276,304734,177492
2021-12-16,2021,12,16,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189076
2021-12-16,2021,12,16,port744,Jebel Ali,United Arab Emirates,ARE,12,2,4,3,7,21,28,126959,13820,11472,10232,205990,162484,368474,302514,26650,2155,0,10038,331320,341359,194023
2021-12-16,2021,12,16,port988,Port of Sohar,Oman,OMN,1,2,1,0,2,4,6,3149,10615,3358,0,41936,17124,59061,1797,147062,0,0,11690,148859,160550,3213055
2021-12-17,2021,12,17,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,12,0,12,0,0,0,0,221403,0,221403,0,0,0,0,59485,0,59485,177495
2021-12-17,2021,12,17,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,0,1,1,7201,0,0,0,0,7201,7201,3134,0,0,0,0,3134,3134,189079
2021-12-17,2021,12,17,port744,Jebel Ali,United Arab Emirates,ARE,11,1,5,0,2,17,19,137586,0,3385,0,37141,140971,178113,279033,878,5125,0,234,285037,285272,194024
2021-12-17,2021,12,17,port988,Port of Sohar,Oman,OMN,1,2,1,0,2,4,6,0,0,0,0,30748,0,30748,1097,83146,1932,0,0,86177,86177,3213057
2021-12-18,2021,12,18,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,9,2,11,0,0,0,0,40795,0,40795,0,49242,0,0,105074,49242,154316,177498
2021-12-18,2021,12,18,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,1,2,2,4,7201,0,0,0,3096,7201,10297,3134,0,0,0,8470,3134,11604,189082
2021-12-18,2021,12,18,port744,Jebel Ali,United Arab Emirates,ARE,11,1,2,1,1,15,16,341993,11726,2504,2526,0,358751,358751,85615,0,2130,0,0,87746,87746,194025
2021-12-18,2021,12,18,port988,Port of Sohar,Oman,OMN,1,2,0,0,0,3,3,3149,0,0,0,0,3149,3149,1797,214818,0,0,0,216616,216616,3213060
2021-12-19,2021,12,19,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,6,1,7,0,0,1169,0,116888,1169,118057,0,0,0,0,25277,0,25277,177501
2021-12-19,2021,12,19,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189085
2021-12-19,2021,12,19,port744,Jebel Ali,United Arab Emirates,ARE,10,0,4,1,6,15,21,213237,0,4514,2805,6801,220557,227358,188816,0,4559,0,35142,193376,228518,194026
2021-12-19,2021,12,19,port988,Port of Sohar,Oman,OMN,2,3,0,0,1,5,6,7253,53834,0,0,0,61087,61087,4717,235884,0,0,23461,240601,264063,3213063
2021-12-20,2021,12,20,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,29842,0,29842,0,0,0,0,87028,0,87028,177503
2021-12-20,2021,12,20,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,1,1,2,766,0,0,0,339,766,1106,0,0,0,0,79,0,79,189088
2021-12-20,2021,12,20,port744,Jebel Ali,United Arab Emirates,ARE,13,0,3,0,4,16,20,229303,0,296,0,88614,229599,318213,316342,0,7388,0,15618,323730,339349,194027
2021-12-20,2021,12,20,port988,Port of Sohar,Oman,OMN,2,1,0,1,2,4,6,4143,0,0,601,6918,4744,11662,0,72694,0,0,0,72694,72694,3213066
2021-12-21,2021,12,21,port362,Fujairah,United Arab Emirates,ARE,0,1,1,0,8,2,10,0,0,1120,0,50126,1120,51247,0,70905,1520,0,197533,72426,269959,177505
2021-12-21,2021,12,21,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,2795,0,2795,0,0,0,0,4345,0,4345,189091
2021-12-21,2021,12,21,port744,Jebel Ali,United Arab Emirates,ARE,7,1,2,1,5,11,16,229461,7492,1442,4610,70710,243007,313718,62099,0,1139,0,700,63239,63940,194028
2021-12-21,2021,12,21,port988,Port of Sohar,Oman,OMN,1,2,0,1,4,4,8,3313,7314,0,2039,10990,12667,23658,0,62221,0,0,50721,62221,112943,3213069
2021-12-22,2021,12,22,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,11,0,11,0,0,0,0,94979,0,94979,0,0,0,0,213893,0,213893,177508
2021-12-22,2021,12,22,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,1,1,2,3,0,0,0,0,1548,0,1548,2885,0,0,0,4235,2885,7120,189094
2021-12-22,2021,12,22,port744,Jebel Ali,United Arab Emirates,ARE,7,4,2,2,4,15,19,170454,85819,371,4388,46963,261034,307998,117570,25796,0,340,0,143707,143707,194029
2021-12-22,2021,12,22,port988,Port of Sohar,Oman,OMN,1,2,1,2,2,6,8,435,325282,2404,579,0,328701,328701,0,37437,3114,0,0,40552,40552,3213072
2021-12-23,2021,12,23,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,6,2,8,0,5203,0,0,90047,5203,95250,0,98702,0,0,86370,98702,185072,177511
2021-12-23,2021,12,23,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,1,1,2,8535,0,0,0,0,8535,8535,0,0,0,0,9143,0,9143,189096
2021-12-23,2021,12,23,port744,Jebel Ali,United Arab Emirates,ARE,14,1,1,4,5,20,25,240970,18467,1128,5487,45842,266055,311897,295008,0,1139,0,34442,296147,330590,194030
2021-12-23,2021,12,23,port988,Port of Sohar,Oman,OMN,2,3,0,0,3,5,8,3149,0,0,0,18883,3149,22033,4382,296084,0,0,34618,300467,335085,3213075
2021-12-24,2021,12,24,port362,Fujairah,United Arab Emirates,ARE,0,1,1,0,6,2,8,0,0,0,0,42377,0,42377,0,0,1471,0,89739,1471,91211,177514
2021-12-24,2021,12,24,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,729,0,729,189099
2021-12-24,2021,12,24,port744,Jebel Ali,United Arab Emirates,ARE,14,1,4,1,4,20,24,139610,59776,4514,0,51674,203901,255575,282757,0,4559,0,44057,287316,331374,194031
2021-12-24,2021,12,24,port988,Port of Sohar,Oman,OMN,2,0,1,1,2,4,6,3423,0,0,0,0,3423,3423,0,0,16419,0,27312,16419,43732,3213078
2021-12-25,2021,12,25,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,11,1,12,0,0,0,0,223527,0,223527,0,63168,0,0,82342,63168,145510,177517
2021-12-25,2021,12,25,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,2,0,2,0,0,0,0,1548,0,1548,0,0,0,0,40548,0,40548,189102
2021-12-25,2021,12,25,port744,Jebel Ali,United Arab Emirates,ARE,16,1,2,3,5,22,27,263758,5542,1128,6535,64358,276965,341323,328739,0,9031,98,4200,337869,342069,194032
2021-12-25,2021,12,25,port988,Port of Sohar,Oman,OMN,1,1,0,0,2,2,4,4767,0,0,0,15321,4767,20088,0,149316,0,0,0,149316,149316,3213081
2021-12-26,2021,12,26,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,129412,0,129412,0,80732,0,0,65101,80732,145833,177520
2021-12-26,2021,12,26,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,2,1,3,7201,0,0,0,527,7201,7729,3134,0,0,0,6210,3134,9344,189105
2021-12-26,2021,12,26,port744,Jebel Ali,United Arab Emirates,ARE,10,2,1,1,3,14,17,248694,0,4823,4393,13748,257910,271659,109878,878,0,0,80775,110757,191532,194033
2021-12-26,2021,12,26,port988,Port of Sohar,Oman,OMN,0,3,0,0,1,3,4,0,50888,0,0,0,50888,50888,0,86130,0,0,0,86130,86130,3213084
2021-12-27,2021,12,27,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,25613,0,0,110552,25613,136166,0,0,0,0,172071,0,172071,177523
2021-12-27,2021,12,27,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4547,0,4547,189108
2021-12-27,2021,12,27,port744,Jebel Ali,United Arab Emirates,ARE,9,0,5,1,4,15,19,200013,0,4132,3633,38810,207778,246588,164782,0,5808,0,58310,170590,228900,194034
2021-12-27,2021,12,27,port988,Port of Sohar,Oman,OMN,1,1,1,0,2,3,5,0,19056,0,0,5495,19056,24551,523,0,7204,0,25671,7728,33399,3213087
2021-12-28,2021,12,28,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,6,0,6,0,0,0,0,31473,0,31473,0,0,0,0,60054,0,60054,177526
2021-12-28,2021,12,28,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,2,0,2,0,0,0,0,2075,0,2075,0,0,0,0,7379,0,7379,189111
2021-12-28,2021,12,28,port744,Jebel Ali,United Arab Emirates,ARE,11,0,2,0,5,13,18,112859,0,1269,0,34767,114129,148896,301770,0,1139,0,43252,302910,346163,194035
2021-12-28,2021,12,28,port988,Port of Sohar,Oman,OMN,1,2,0,1,3,4,7,3149,32632,0,3596,49295,39379,88675,1797,56648,0,0,23816,58446,82263,3213090
2021-12-29,2021,12,29,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,7,0,7,0,0,0,0,27847,0,27847,0,0,0,0,186511,0,186511,177529
2021-12-29,2021,12,29,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189114
2021-12-29,2021,12,29,port744,Jebel Ali,United Arab Emirates,ARE,10,1,1,2,4,14,18,339287,0,1415,0,44791,340703,385494,193319,0,0,0,35451,193319,228771,194037
2021-12-29,2021,12,29,port988,Port of Sohar,Oman,OMN,2,5,0,1,1,8,9,4444,91326,0,1162,0,96932,96932,1797,149121,0,0,11788,150918,162707,3213093
2021-12-30,2021,12,30,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,6,0,6,0,0,0,0,56322,0,56322,0,0,0,0,54780,0,54780,177532
2021-12-30,2021,12,30,port561,Khor Fakkan,United Arab Emirates,ARE,1,1,0,0,1,2,3,3903,26481,0,0,1548,30385,31933,0,0,0,0,4235,0,4235,189117
2021-12-30,2021,12,30,port744,Jebel Ali,United Arab Emirates,ARE,8,1,3,2,3,14,17,103179,0,3385,3826,18829,110391,129221,242564,28826,3419,0,5019,274810,279829,194038
2021-12-30,2021,12,30,port988,Port of Sohar,Oman,OMN,2,1,0,0,2,3,5,3149,0,0,0,46671,3149,49821,4125,55463,0,0,7717,59588,67306,3213098
2021-12-31,2021,12,31,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,4,0,4,0,0,0,0,34390,0,34390,0,0,0,0,80604,0,80604,177535
2021-12-31,2021,12,31,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189120
2021-12-31,2021,12,31,port744,Jebel Ali,United Arab Emirates,ARE,12,3,1,2,4,18,22,116716,34782,1128,0,111935,152627,264562,171708,878,1139,0,0,173727,173727,194039
2021-12-31,2021,12,31,port988,Port of Sohar,Oman,OMN,1,2,1,1,1,5,6,18330,0,1751,508,32764,20589,53354,0,0,0,0,0,0,0,3213101
2022-01-01,2022,1,1,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,6,1,7,0,0,0,0,140649,0,140649,0,50004,0,0,33338,50004,83343,177538
2022-01-01,2022,1,1,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11345,0,11345,189123
2022-01-01,2022,1,1,port744,Jebel Ali,United Arab Emirates,ARE,11,2,3,1,3,17,20,361228,46741,3288,4446,47585,415704,463289,250537,0,2279,0,24455,252816,277272,194040
2022-01-01,2022,1,1,port988,Port of Sohar,Oman,OMN,2,1,1,0,2,4,6,2593,386778,0,0,77024,389372,466396,3691,0,12516,0,0,16208,16208,3213104
2022-01-02,2022,1,2,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,8,1,9,0,0,847,0,240618,847,241466,0,0,0,0,30665,0,30665,177543
2022-01-02,2022,1,2,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189126
2022-01-02,2022,1,2,port744,Jebel Ali,United Arab Emirates,ARE,8,2,1,1,4,12,16,107279,28261,0,3513,127883,139055,266938,147324,0,602,0,0,147926,147926,194041
2022-01-02,2022,1,2,port988,Port of Sohar,Oman,OMN,0,2,0,2,1,4,5,0,0,0,0,60499,0,60499,0,112848,0,0,0,112848,112848,3213107
2022-01-03,2022,1,3,port362,Fujairah,United Arab Emirates,ARE,0,1,1,0,8,2,10,0,51216,0,0,51698,51216,102914,0,0,3375,0,78385,3375,81760,177546
2022-01-03,2022,1,3,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189129
2022-01-03,2022,1,3,port744,Jebel Ali,United Arab Emirates,ARE,14,0,2,1,6,17,23,280721,0,208,3058,97080,283988,381069,320519,0,92,0,11096,320612,331709,194042
2022-01-03,2022,1,3,port988,Port of Sohar,Oman,OMN,0,1,0,1,1,2,3,0,25491,0,1803,40593,27294,67888,0,0,0,0,0,0,0,3213110
2022-01-04,2022,1,4,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,19646,0,19646,0,0,0,0,21281,0,21281,177549
2022-01-04,2022,1,4,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,1,0,1,0,0,0,0,4513,0,4513,0,0,0,0,0,0,0,189131
2022-01-04,2022,1,4,port744,Jebel Ali,United Arab Emirates,ARE,15,0,0,0,1,15,16,162880,0,0,0,6030,162880,168911,361291,0,0,0,0,361291,361291,194043
2022-01-04,2022,1,4,port988,Port of Sohar,Oman,OMN,1,2,0,1,2,4,6,1036,12206,0,0,41267,13242,54509,0,0,0,0,32633,0,32633,3213113
2022-01-05,2022,1,5,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,0,0,0,166215,0,166215,0,140589,0,0,69602,140589,210192,177552
2022-01-05,2022,1,5,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,2,1,3,5809,0,0,0,1548,5809,7357,0,0,0,0,10052,0,10052,189133
2022-01-05,2022,1,5,port744,Jebel Ali,United Arab Emirates,ARE,7,3,0,0,2,10,12,361986,61648,0,0,35652,423634,459287,92386,0,0,0,5019,92386,97406,194044
2022-01-05,2022,1,5,port988,Port of Sohar,Oman,OMN,0,2,0,0,2,2,4,0,0,0,0,61050,0,61050,0,172788,0,0,7734,172788,180522,3213116
2022-01-06,2022,1,6,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,10,0,10,0,0,0,0,87996,0,87996,0,0,0,0,105449,0,105449,177555
2022-01-06,2022,1,6,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,1,0,1,1,2,0,0,836,0,0,836,836,0,0,1030,0,6139,1030,7169,189136
2022-01-06,2022,1,6,port744,Jebel Ali,United Arab Emirates,ARE,7,1,4,3,6,15,21,178743,21692,10330,3863,5502,214629,220132,38586,2121,3304,600,96584,44612,141196,194045
2022-01-06,2022,1,6,port988,Port of Sohar,Oman,OMN,2,3,1,1,2,7,9,7072,13338,392,0,0,20803,20803,1797,70070,0,0,40873,71868,112742,3213119
2022-01-07,2022,1,7,port362,Fujairah,United Arab Emirates,ARE,0,2,0,0,8,2,10,0,0,0,0,60869,0,60869,0,37199,0,0,165125,37199,202324,177558
2022-01-07,2022,1,7,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,1,0,1,1,2,0,0,836,0,527,836,1364,0,0,1030,0,3144,1030,4174,189139
2022-01-07,2022,1,7,port744,Jebel Ali,United Arab Emirates,ARE,12,2,3,0,4,17,21,344117,61443,3385,0,52447,408946,461393,149906,0,3419,0,43829,153325,197155,194046
2022-01-07,2022,1,7,port988,Port of Sohar,Oman,OMN,2,1,0,0,2,3,5,3735,0,0,0,44258,3735,47994,1797,53834,0,0,23461,55631,79093,3213122
2022-01-08,2022,1,8,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,11,0,11,0,0,0,0,381872,0,381872,0,0,0,0,133309,0,133309,177561
2022-01-08,2022,1,8,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189142
2022-01-08,2022,1,8,port744,Jebel Ali,United Arab Emirates,ARE,9,1,1,0,5,11,16,119589,0,1550,0,12532,121140,133673,89771,878,0,0,4200,90650,94850,194047
2022-01-08,2022,1,8,port988,Port of Sohar,Oman,OMN,2,6,0,1,1,9,10,6889,208748,0,0,0,215638,215638,0,237349,0,0,35411,237349,272760,3213125
2022-01-09,2022,1,9,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,8,1,9,0,5203,0,0,30996,5203,36200,0,43113,0,0,130341,43113,173454,177564
2022-01-09,2022,1,9,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189145
2022-01-09,2022,1,9,port744,Jebel Ali,United Arab Emirates,ARE,13,1,4,2,2,20,22,469310,0,2257,3184,0,474751,474751,177387,31034,3713,98,0,212234,212234,194048
2022-01-09,2022,1,9,port988,Port of Sohar,Oman,OMN,1,1,0,0,0,2,2,0,0,0,0,0,0,0,944,32924,0,0,0,33869,33869,3213128
2022-01-10,2022,1,10,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,11,0,11,0,0,0,0,124958,0,124958,0,0,0,0,183571,0,183571,177567
2022-01-10,2022,1,10,port561,Khor Fakkan,United Arab Emirates,ARE,3,0,0,0,3,3,6,9401,0,0,0,2075,9401,11477,22726,0,0,0,11764,22726,34490,189148
2022-01-10,2022,1,10,port744,Jebel Ali,United Arab Emirates,ARE,13,3,0,0,4,16,20,191360,26986,0,0,64246,218346,282593,473817,0,0,0,45703,473817,519521,194049
2022-01-10,2022,1,10,port988,Port of Sohar,Oman,OMN,1,1,0,1,0,3,3,7253,0,0,509,0,7762,7762,0,84418,0,0,0,84418,84418,3213131
2022-01-11,2022,1,11,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,5,0,5,0,0,0,0,115596,0,115596,0,0,0,0,23266,0,23266,177570
2022-01-11,2022,1,11,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189151
2022-01-11,2022,1,11,port744,Jebel Ali,United Arab Emirates,ARE,9,0,2,2,5,13,18,85965,0,2257,3280,114812,91503,206315,260370,0,2279,196,5019,262847,267866,194050
2022-01-11,2022,1,11,port988,Port of Sohar,Oman,OMN,2,2,0,0,2,4,6,0,5242,0,0,13122,5242,18364,8569,0,0,0,20623,8569,29193,3213134
2022-01-12,2022,1,12,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,10,1,11,0,0,0,0,18438,0,18438,0,0,3375,0,68548,3375,71923,177573
2022-01-12,2022,1,12,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189154
2022-01-12,2022,1,12,port744,Jebel Ali,United Arab Emirates,ARE,13,1,2,0,4,16,20,167087,52227,1128,0,29400,220444,249844,195750,0,2033,0,69252,197783,267036,194051
2022-01-12,2022,1,12,port988,Port of Sohar,Oman,OMN,3,4,0,0,2,7,9,8108,342212,0,0,0,350321,350321,5968,170868,0,0,85946,176836,262783,3213139
2022-01-13,2022,1,13,port362,Fujairah,United Arab Emirates,ARE,0,0,0,0,6,0,6,0,0,0,0,16531,0,16531,0,0,0,0,203522,0,203522,177576
2022-01-13,2022,1,13,port561,Khor Fakkan,United Arab Emirates,ARE,0,0,0,1,3,1,4,0,0,0,0,2075,0,2075,0,0,0,0,7623,0,7623,189157
2022-01-13,2022,1,13,port744,Jebel Ali,United Arab Emirates,ARE,10,1,1,2,5,14,19,144723,37216,1407,3940,48286,187287,235574,150699,0,0,0,17620,150699,168319,194052
2022-01-13,2022,1,13,port988,Port of Sohar,Oman,OMN,0,1,0,1,2,2,4,0,20726,0,1180,13076,21907,34983,0,0,0,76,17793,76,17869,3213142
2022-01-14,2022,1,14,port362,Fujairah,United Arab Emirates,ARE,0,1,0,0,7,1,8,0,0,0,0,113736,0,113736,0,0,0,0,44364,0,44364,177579
2022-01-14,2022,1,14,port561,Khor Fakkan,United Arab Emirates,ARE,1,0,0,0,0,1,1,3881,0,0,0,0,3881,3881,0,0,0,0,0,0,0,189160
2022-01-14,2022,1,14,port744,Jebel Ali,United Arab Emirates,ARE,11,2,2,3,4,18,22,218241,21807,1128,2573,23788,243750,267538,184357,878,2690,177,5019,188104,193123,194053
2022-01-14,2022,1,14,port988,Port of Sohar,Oman,OMN,2,1,0,0,2,3,5,11676,0,0,0,62675,11676,74352,2280,62445,0,0,0,64726,64726,3213145
2022-01-15,2022,1,15,port362,Fujairah,United Arab Emirates,ARE,0,0,1,0,8,1,9,0,0,1120,0,100570,1120,101690,0,0,1520,0,37159,1520,38679,177581
