restriction,path_id,training_seed,all_step_acceptance_passed,maximum_transition_residual,maximum_source_simplex_residual,maximum_waiting_identity_residual,maximum_provenance_shadow_residual,maximum_period_loss_identity_residual,loss_components_reconstruct_total,restriction_changes_only_declared_action_block,no_readiness_starts_without_readiness_stock,direct_procurement_retained_under_no_readiness,no_release_pacing_uses_immediate_release_baseline,no_disclosure_preserves_information_system,policy,chi,commitment_split_identity_passed,committed_provenance_conservation_passed,existing_state_relabelled_by_chi,initial_committed_outstanding
full_action,test_003_eb3106001035,60714114.0,True,9.6172825109295e-07,7.605838329212845e-15,7.105427357601002e-15,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_003_eb3106001035,1484239003.0,True,9.86108763134097e-07,8.440276743574421e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_003_eb3106001035,1044336490.0,True,9.846877787282817e-07,9.711316384774096e-15,1.4210854715202004e-14,4.618527782440651e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_003_eb3106001035,2857687458.0,True,9.912320240852643e-07,1.060326685394658e-14,1.4210854715202004e-14,8.526512829121202e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_003_eb3106001035,3413089447.0,True,9.32849553773782e-07,9.75190218020002e-15,1.4210854715202004e-14,8.881784197001252e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,,True,9.961106731651714e-07,7.810724587725346e-15,7.105427357601002e-15,4.618527782440651e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,,True,9.86342229197644e-07,9.869000673509666e-15,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,,True,9.943188450282492e-07,1.1254297647755656e-14,1.4210854715202004e-14,1.0302869668521453e-13,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,4237354934.0,True,9.914464367323047e-07,1.1458706603202381e-14,1.4210854715202004e-14,5.861977570020828e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,60714114.0,True,9.736610536110953e-07,1.1273864532353704e-14,1.4210854715202004e-14,7.105427357601003e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,1484239003.0,True,9.987947789770207e-07,1.3526950572709988e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,1044336490.0,True,9.967694544671409e-07,7.360009039128913e-15,1.4210854715202004e-14,1.2789769243681806e-13,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,2857687458.0,True,9.96994263510522e-07,7.521899905238785e-15,1.4210854715202004e-14,4.973799150320701e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_004_55a330aff5c4,3413089447.0,True,9.97463712226871e-07,5.449471169455267e-15,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,,True,9.84882645413547e-07,7.356762361842087e-15,7.105427357601002e-15,2.131628207280301e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,,True,9.988295659889218e-07,1.2714379584431204e-14,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,,True,9.2270369940557e-07,1.2446324149811318e-14,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,4237354934.0,True,9.408804483547292e-07,6.874985479795128e-15,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,60714114.0,True,9.938131241325531e-07,7.720657033344954e-15,7.105427357601002e-15,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,1484239003.0,True,8.577742243935488e-07,1.0385371863430148e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,1044336490.0,True,9.897144331176205e-07,8.718669368282597e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,2857687458.0,True,9.604751183222428e-07,1.1940137260532148e-14,1.4210854715202004e-14,9.325873406851316e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_005_981c73a17708,3413089447.0,True,9.739436390459229e-07,7.808586676566476e-15,7.105427357601002e-15,3.1974423109204515e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,,True,9.879293553887038e-07,8.769752231265611e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,,True,9.881668373108632e-07,9.295120816910063e-15,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,,True,9.484552729372488e-07,1.3428983589063503e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,4237354934.0,True,9.800204891711214e-07,1.1973140205256016e-14,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,60714114.0,True,9.821680044611388e-07,4.854645670377723e-15,1.4210854715202004e-14,6.394884621840903e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,1484239003.0,True,9.8146976135511e-07,7.0992211471964696e-15,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,1044336490.0,True,9.767456932989894e-07,1.0584085792856008e-14,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,2857687458.0,True,9.71344080104091e-07,9.592687832324354e-15,1.4210854715202004e-14,3.1974423109204515e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_006_daba4b1e9814,3413089447.0,True,9.901800067042253e-07,9.742346378005572e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,,True,9.55728619220519e-07,8.728674521455565e-15,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,,True,9.862249419780915e-07,9.719422701837555e-15,7.105427357601002e-15,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,,True,9.132874327110004e-07,1.2446399535743623e-14,7.105427357601002e-15,6.039613253960853e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,4237354934.0,True,9.940646185577669e-07,9.233117369896338e-15,1.4210854715202004e-14,6.394884621840903e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,60714114.0,True,9.651788398842923e-07,7.667599736561892e-15,1.4210854715202004e-14,4.973799150320701e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,1484239003.0,True,9.311102976165186e-07,1.2469144064443296e-14,1.4210854715202004e-14,6.039613253960853e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,1044336490.0,True,9.923822781829042e-07,1.1364110810685966e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,2857687458.0,True,9.888351643499032e-07,8.91178737454242e-15,7.105427357601002e-15,4.973799150320701e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_007_925513ee8ec6,3413089447.0,True,9.728594660850294e-07,7.948593652390646e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,,True,9.688078388533317e-07,6.665204006122208e-15,7.105427357601002e-15,4.618527782440651e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,,True,9.861171099077704e-07,7.16681252350279e-15,7.105427357601002e-15,6.394884621840903e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,,True,9.625985384100797e-07,1.2469656519376383e-14,7.105427357601002e-15,6.394884621840903e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,4237354934.0,True,9.91411653112021e-07,6.050325002018419e-15,7.105427357601002e-15,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,60714114.0,True,9.911841631045975e-07,1.2946880811090088e-14,7.105427357601002e-15,2.131628207280301e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,1484239003.0,True,9.983433927152684e-07,5.864961370632472e-15,7.105427357601002e-15,7.105427357601003e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,1044336490.0,True,9.787559509411338e-07,1.0377739249542439e-14,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,2857687458.0,True,9.749354066489474e-07,1.2172228523244562e-14,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_008_fabe46a0ea00,3413089447.0,True,9.935468951916603e-07,1.2271732871690314e-14,7.105427357601002e-15,6.483702463810914e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,,True,9.857912994757164e-07,8.485692956140302e-15,7.105427357601002e-15,4.618527782440651e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,,True,9.73117502677661e-07,9.831152700327502e-15,1.4210854715202004e-14,7.283063041541028e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,,True,9.808978514670082e-07,1.1795790987858754e-14,1.4210854715202004e-14,7.460698725481053e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,4237354934.0,True,9.986791659364716e-07,9.634677902497711e-15,1.4210854715202004e-14,7.105427357601003e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,60714114.0,True,9.999709150385722e-07,1.3169574243252716e-14,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,1484239003.0,True,9.98267200564638e-07,8.431191468182171e-15,1.4210854715202004e-14,7.815970093361102e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,1044336490.0,True,9.755719681127424e-07,7.363635981269496e-15,1.4210854715202004e-14,3.1974423109204515e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,2857687458.0,True,9.783419732113092e-07,8.364932315883204e-15,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_009_c8ef87e47101,3413089447.0,True,9.771876305307546e-07,7.479194621620592e-15,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,,True,9.52416065179129e-07,5.883744961512546e-15,7.105427357601002e-15,3.907985046680551e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,,True,9.499090538585972e-07,8.439081156569371e-15,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,,True,9.65662596423346e-07,1.2195144999632528e-14,7.105427357601002e-15,6.039613253960853e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,4237354934.0,True,9.838748815702472e-07,9.812175350660744e-15,7.105427357601002e-15,3.1974423109204515e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,60714114.0,True,9.822724038275377e-07,8.960586213183162e-15,1.4210854715202004e-14,4.973799150320701e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,1484239003.0,True,9.93701823424026e-07,5.968766740626144e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,1044336490.0,True,9.621951443767806e-07,7.315865070049807e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,2857687458.0,True,9.564416193062703e-07,1.4407722112802848e-14,1.4210854715202004e-14,4.618527782440651e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_010_613ab99db82c,3413089447.0,True,9.525380344120636e-07,9.322235506221976e-15,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,,True,9.764260511076255e-07,8.430554711164073e-15,7.105427357601002e-15,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,,True,9.565307734808623e-07,8.468391461159686e-15,1.4210854715202004e-14,3.0198066269804264e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,,True,9.969826179772514e-07,1.0744033988901351e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,4237354934.0,True,9.563726323823326e-07,8.72797571927408e-15,1.4210854715202004e-14,4.618527782440651e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,60714114.0,True,9.981102174760106e-07,9.899995726632067e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,1484239003.0,True,9.61616597742919e-07,7.745772407263991e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,1044336490.0,True,9.982886000738695e-07,1.0821528609729174e-14,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,2857687458.0,True,9.800946439848927e-07,7.721200828497091e-15,1.4210854715202004e-14,7.283063041541028e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_011_8a2e74b38d5d,3413089447.0,True,9.938492089575935e-07,1.2732558817303411e-14,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,,True,9.741965290325474e-07,5.913767197295028e-15,7.105427357601002e-15,7.105427357601003e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,,True,9.988808505214505e-07,9.906453505821936e-15,7.105427357601002e-15,4.263256414560601e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,,True,9.84615164930021e-07,9.775323488224552e-15,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,4237354934.0,True,9.738954728071445e-07,9.683519516302287e-15,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,60714114.0,True,9.336971905163562e-07,8.980056112508749e-15,1.4210854715202004e-14,8.171241461241152e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,1484239003.0,True,9.496226755959291e-07,8.656673756323634e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,1044336490.0,True,9.585821374913085e-07,9.736714879455752e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,2857687458.0,True,9.128073928614678e-07,7.141445739617096e-15,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_012_b6bdc05b20a7,3413089447.0,True,9.785621420790846e-07,9.312071269673602e-15,7.105427357601002e-15,4.618527782440651e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_013_040653995d85,,True,9.855979505104211e-07,7.139767767348586e-15,7.105427357601002e-15,3.907985046680551e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_013_040653995d85,,True,9.985354410065594e-07,6.335317919209838e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_013_040653995d85,,True,9.727183602062696e-07,1.3728856969314047e-14,7.105427357601002e-15,8.526512829121202e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_013_040653995d85,4237354934.0,True,9.968462101491757e-07,7.624716576024775e-15,7.105427357601002e-15,5.684341886080803e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_013_040653995d85,60714114.0,True,9.76925154599634e-07,1.239571223714698e-14,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_013_040653995d85,1484239003.0,True,9.750236790524786e-07,1.0126986156936118e-14,7.105427357601002e-15,5.1514348342607263e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_013_040653995d85,1044336490.0,True,9.286258095502223e-07,6.6046525853383125e-15,7.105427357601002e-15,6.039613253960853e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_013_040653995d85,2857687458.0,True,9.84536725989518e-07,9.548802102415045e-15,7.105427357601002e-15,4.973799150320701e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_013_040653995d85,3413089447.0,True,9.842341354550912e-07,9.259729821610088e-15,7.105427357601002e-15,2.131628207280301e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_014_f00647451070,,True,9.191272392869712e-07,6.756705587282301e-15,7.105427357601002e-15,4.263256414560601e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_014_f00647451070,,True,9.92089608330033e-07,8.67691858491684e-15,7.105427357601002e-15,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_014_f00647451070,,True,9.790296274265278e-07,7.678691633006187e-15,7.105427357601002e-15,6.394884621840903e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_014_f00647451070,4237354934.0,True,9.930016538024642e-07,5.94656928933128e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_014_f00647451070,60714114.0,True,9.388297798332106e-07,8.601402738932923e-15,7.105427357601002e-15,4.973799150320701e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_014_f00647451070,1484239003.0,True,9.528655413097042e-07,1.2611883939132222e-14,7.105427357601002e-15,3.0198066269804264e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_014_f00647451070,1044336490.0,True,9.14828341747018e-07,9.677126111616412e-15,7.105427357601002e-15,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_014_f00647451070,2857687458.0,True,9.27721511499662e-07,9.225889637757416e-15,7.105427357601002e-15,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_014_f00647451070,3413089447.0,True,8.90243753000024e-07,5.001621662714987e-15,7.105427357601002e-15,3.0198066269804264e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,,True,9.9319418559468e-07,8.016813209506474e-15,7.105427357601002e-15,7.105427357601003e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,,True,9.963808852872747e-07,9.30186171686255e-15,7.105427357601002e-15,4.973799150320701e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,,True,9.77425334723706e-07,1.1826901449220222e-14,7.105427357601002e-15,4.263256414560601e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,4237354934.0,True,9.484960793892544e-07,1.1682336853804672e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,60714114.0,True,9.443994170878492e-07,1.2464751351578835e-14,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,1484239003.0,True,9.955394695646643e-07,1.2284403637548291e-14,1.4210854715202004e-14,1.1368683772161605e-13,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,1044336490.0,True,9.93877583352922e-07,1.3492391204945539e-14,1.4210854715202004e-14,5.684341886080803e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,2857687458.0,True,9.940962221468226e-07,1.1781789533240642e-14,1.4210854715202004e-14,8.526512829121202e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_015_643a837775f9,3413089447.0,True,9.945782851309357e-07,1.2439011714377671e-14,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,,True,9.490204954915456e-07,7.527811348177673e-15,7.105427357601002e-15,3.1974423109204515e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,,True,9.007471078548952e-07,9.04690183512369e-15,1.4210854715202004e-14,3.5527136788005016e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,,True,9.81972481986089e-07,9.151027171813188e-15,1.4210854715202004e-14,8.526512829121202e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,4237354934.0,True,9.512031446383078e-07,9.384165367248407e-15,1.4210854715202004e-14,6.394884621840903e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,60714114.0,True,9.513607463167412e-07,1.0685185951374384e-14,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,1484239003.0,True,9.86299004445096e-07,1.3281619761515515e-14,1.4210854715202004e-14,2.8421709430404014e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,1044336490.0,True,9.82713630279361e-07,1.4206245161903046e-14,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,2857687458.0,True,9.791072957634886e-07,8.741178421822933e-15,1.4210854715202004e-14,3.0198066269804264e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_016_45a90ccef8bd,3413089447.0,True,9.98786330774006e-07,9.890688528607638e-15,1.4210854715202004e-14,4.263256414560601e-14,0.0,True,True,True,True,True,True,Model-guided constrained SAC,0.25,True,True,False,0.0
full_action,test_017_ebd333a3cdba,,True,9.6759734789527e-07,5.4617986222718105e-15,7.105427357601002e-15,4.618527782440651e-14,0.0,True,True,True,True,True,True,Passive,0.25,True,True,False,0.0
full_action,test_017_ebd333a3cdba,,True,9.889621671791429e-07,1.1255357285972671e-14,1.4210854715202004e-14,6.394884621840903e-14,0.0,True,True,True,True,True,True,Reactive,0.25,True,True,False,0.0
full_action,test_017_ebd333a3cdba,,True,9.995733788347295e-07,1.1724895812481226e-14,7.105427357601002e-15,6.394884621840903e-14,0.0,True,True,True,True,True,True,Projected stochastic MPC,0.25,True,True,False,0.0
full_action,test_017_ebd333a3cdba,4237354934.0,True,9.973454283496018e-07,8.78176485252357e-15,1.4210854715202004e-14,4.973799150320701e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
full_action,test_017_ebd333a3cdba,60714114.0,True,9.84546281846686e-07,6.696523896379883e-15,7.105427357601002e-15,7.105427357601003e-14,0.0,True,True,True,True,True,True,Behaviour cloning,0.25,True,True,False,0.0
