metric,source_column,chi,policy,reference_policy,physical_paths,mean_paired_difference,standard_error,paired_lower,paired_upper,unadjusted_p_value,simultaneous_lower,simultaneous_upper,holm_adjusted_p_value,multiplicity_family_size,seed_aggregated_within_path_first,inference_unit
sue_exit_mass,direct_sue_exit,1.0,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
sue_exit_mass,direct_sue_exit,1.0,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Reactive,Passive,88,-495.32923850052424,1.797215389580771,-498.9013986926543,-491.75707830839417,9.398839428064083e-130,-501.26567125700916,-489.3928057440393,3.38358219410307e-128,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Projected stochastic MPC,Passive,88,-416.68361756106367,1.727071837116234,-420.11635984741514,-413.2508752747122,9.884806493957944e-125,-422.38835717441134,-410.978877947716,3.4596822728852805e-123,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Behaviour cloning,Passive,88,-318.9374555149786,1.7830514853778274,-322.4814634138152,-315.39344761614194,1.897462814492058e-113,-324.8271030806859,-313.04780794927126,3.60517934753491e-112,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Model-guided constrained SAC,Passive,88,-318.1005708414254,1.7753882708187798,-321.6293472715409,-314.5717944113099,1.6401368507440572e-113,-323.96490582735396,-312.23623585549683,3.280273701488114e-112,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Reactive,Passive,88,-450.32356878680713,1.954019038306732,-454.2073932097283,-446.43974436388595,5.291817064863677e-123,-456.777944090429,-443.86919348318526,1.7462996314050134e-121,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Projected stochastic MPC,Passive,88,-409.69321822725414,1.725468559574473,-413.12277382588593,-406.26366262862234,3.9647544411324886e-124,-415.392662009411,-403.99377444509724,1.348016509985046e-122,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Behaviour cloning,Passive,88,-328.23791032628355,1.870552913592416,-331.9558367884904,-324.5199838640767,1.0006598905692626e-112,-334.41658632325385,-322.05923432931326,1.8011878030246728e-111,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Model-guided constrained SAC,Passive,88,-327.51672865718706,1.868979907285483,-331.23152859903126,-323.80192871534285,1.125805669524612e-112,-333.69020881273474,-321.3432485016394,1.9138696381918404e-111,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Reactive,Passive,88,-426.97091706745636,1.9420721709094602,-430.8309957977997,-423.110838337113,3.1685725423475313e-121,-433.38583033699723,-420.5560037979155,9.822574881277347e-120,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Projected stochastic MPC,Passive,88,-399.57426834685486,1.7480643131882956,-403.04873545249825,-396.0998012412115,1.0775895968435611e-122,-405.3483487989892,-393.8001878947205,3.4482867098993956e-121,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Behaviour cloning,Passive,88,-344.79597649231624,1.971455998740439,-348.7144587622012,-340.87749422243127,1.3351564341267276e-112,-351.3079483109092,-338.2840046737233,2.136250294602764e-111,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Model-guided constrained SAC,Passive,88,-344.01768681015386,1.9741758798562246,-347.94157513826946,-340.09379848203827,1.8307123264869046e-112,-350.53864274464246,-337.49673087566526,2.746068489730357e-111,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Reactive,Passive,88,-404.42616092391887,2.032400804019445,-408.4657775934962,-400.3865442543415,1.8231544054761163e-117,-411.13944124481674,-397.712880603021,4.5578860136902907e-116,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Projected stochastic MPC,Passive,88,-385.0683699133568,1.8931377123617852,-388.8311861086356,-381.30555371807793,2.7154407112167476e-118,-391.3216463950494,-378.81509343166414,7.060145849163544e-117,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Behaviour cloning,Passive,88,-355.9245542894402,2.0807735879907843,-360.0603171050425,-351.78879147383793,9.161760474392378e-112,-362.7976161150785,-349.05149246380194,1.2826464664149329e-110,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Model-guided constrained SAC,Passive,88,-355.07691347633977,2.087223874575479,-359.22549693497643,-350.9283300177031,1.4736842806612643e-111,-361.97128142521296,-348.1825455274666,1.768421136793517e-110,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Reactive,Passive,88,-379.23137734121724,2.2658593073764113,-383.73501806547426,-374.7277366169602,6.0630254072225356e-111,-386.7158010179104,-371.7469536645241,6.669327947944789e-110,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Projected stochastic MPC,Passive,88,-365.05279149721633,2.1366537335972016,-369.29962215300236,-360.8059608414303,1.0147454833992552e-111,-372.1104326051923,-357.9951503892404,1.3191691284190318e-110,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Behaviour cloning,Passive,88,-353.926375201496,2.2588962834607482,-358.41617616175336,-349.43657424123865,1.851358007472897e-108,-361.38779911783945,-346.46495128515255,1.4810864059783176e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Model-guided constrained SAC,Passive,88,-352.97900834966725,2.252911558142338,-357.4569140203187,-348.5011026790158,1.855761863781071e-108,-360.420663951303,-345.5373527480315,1.4810864059783176e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Reactive,Passive,88,-344.80077729993,2.1919680617275628,-349.1575511723985,-340.44400342746155,1.3140087976702256e-108,-352.04112872260714,-337.5604258772529,1.1826079179032031e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Projected stochastic MPC,Passive,88,-336.21544356817014,2.0958760098082583,-340.3812240824489,-332.0496630538914,2.399081857307093e-109,-343.1383906285439,-329.2924965077964,2.3990818573070933e-108,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Behaviour cloning,Passive,88,-333.7223234386572,2.1460541662777666,-337.98783847228964,-329.4568084050248,3.5576070109784306e-108,-340.8110153805029,-326.6336314968115,2.1345642065870583e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Model-guided constrained SAC,Passive,88,-332.85035961887456,2.1488323047838827,-337.12139650360916,-328.57932273413996,4.993035352086391e-108,-339.9482281082423,-325.75249112950684,2.4965176760431952e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Reactive,Passive,88,-269.5755490662678,1.4155868891337886,-272.389181290419,-266.7619168421166,8.270584202913177e-116,-274.251413977632,-264.8996841549036,1.7368226826117673e-114,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Projected stochastic MPC,Passive,88,-267.99616318149305,1.3879744707469894,-270.75491273418396,-265.23741362880213,2.4916254317488602e-116,-272.5808207362168,-263.41150562676927,5.730738493022378e-115,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Behaviour cloning,Passive,88,-267.54757835543637,1.3849354752382705,-270.30028757548644,-264.7948691353863,2.3823527537833657e-116,-272.122197718528,-262.97295899234473,5.717646609080077e-115,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Model-guided constrained SAC,Passive,88,-267.0449243611522,1.3956416581156266,-269.8189132789535,-264.2709354433509,5.472422054712217e-116,-271.6549076183539,-262.4349411039505,1.2039328520366878e-114,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Reactive,Passive,88,-138.81901982764595,0.6584792278577654,-140.12781859419042,-137.51022106110148,1.2122450018440991e-119,-140.99406110560406,-136.64397854968783,3.5739751058970845e-118,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Projected stochastic MPC,Passive,88,-143.0642410762007,0.6801967891786783,-144.41620584748253,-141.71227630491884,1.483620911840933e-119,-145.3110182424468,-140.81746390995457,4.154138553154612e-118,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Behaviour cloning,Passive,88,-142.79258749174295,0.6771918190996129,-144.1385795596097,-141.4465954238762,1.1913250352990282e-119,-145.0294388567117,-140.5557361267742,3.5739751058970845e-118,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Model-guided constrained SAC,Passive,88,-142.67009519754984,0.6818854337167924,-144.0254163327003,-141.31477406239938,2.338083827624511e-119,-144.922450173116,-140.41774022198368,6.31282633458618e-118,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Passive,Reactive,88,495.32923850052424,1.797215389580771,491.75707830839417,498.9013986926543,9.398839428064083e-130,489.3928057440393,501.26567125700916,3.38358219410307e-128,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Projected stochastic MPC,Reactive,88,78.64562093946057,1.4401565302423527,75.78315389316629,81.50808798575486,4.176621775102386e-69,73.88859935475742,83.40264252416372,4.176621775102386e-68,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Behaviour cloning,Reactive,88,176.39178298554563,1.4853582029270431,173.43947272028157,179.3440932508097,4.907213371929149e-98,171.48545448308016,181.2981114880111,9.323705406665383e-97,36,True,physical_path
attrition_exit_mass,duration_attrition,0.0,Model-guided constrained SAC,Reactive,88,177.22866765909882,1.485819794094314,174.275439931408,180.18189538678965,3.3476821839668164e-98,172.320814461852,182.13652085634564,6.695364367933633e-97,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Passive,Reactive,88,450.32356878680713,1.954019038306732,446.43974436388595,454.2073932097283,5.291817064863677e-123,443.86919348318526,456.777944090429,1.852135972702287e-121,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Projected stochastic MPC,Reactive,88,40.63035055955306,0.8257322884185301,38.98911822471689,42.271582894389226,2.726434383519602e-65,37.90285098800839,43.35785013109773,2.1811475068156816e-64,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Behaviour cloning,Reactive,88,122.08565846052353,0.7430343650892705,120.60879720296683,123.56251971808024,3.005174117188855e-110,119.63132072800563,124.53999619304143,6.611383057815481e-109,36,True,physical_path
attrition_exit_mass,duration_attrition,0.125,Model-guided constrained SAC,Reactive,88,122.80684012962,0.7436041354766352,121.32884639172276,124.28483386751724,1.9271050753596388e-110,120.3506203724929,125.2630598867471,4.43234167332717e-109,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Passive,Reactive,88,426.97091706745636,1.9420721709094602,423.110838337113,430.8309957977997,3.1685725423475313e-121,420.5560037979155,433.38583033699723,1.0773146643981607e-119,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Projected stochastic MPC,Reactive,88,27.396648720601537,0.5553879514635358,26.292755028777826,28.500542412425247,2.2081882084903476e-65,25.562131140383013,29.23116630082006,1.987369387641313e-64,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Behaviour cloning,Reactive,88,82.17494057514017,0.4129888504148041,81.35408051585175,82.99580063442859,1.8336843789623155e-117,80.81078547504535,83.53909567523499,5.287147775880737e-116,36,True,physical_path
attrition_exit_mass,duration_attrition,0.25,Model-guided constrained SAC,Reactive,88,82.95323025730251,0.40911696457980684,82.1400659903651,83.76639452423991,3.570812937841582e-118,81.60186449232773,84.30459602227728,1.0712438813524746e-116,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Passive,Reactive,88,404.42616092391887,2.032400804019445,400.3865442543415,408.4657775934962,1.8231544054761163e-117,397.712880603021,411.13944124481674,5.287147775880737e-116,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Projected stochastic MPC,Reactive,88,19.357791010562085,0.3084198427764875,18.74477317685314,19.97080884427103,3.0967216764138485e-74,18.339040743886834,20.376541277237337,3.4063938440552336e-73,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Behaviour cloning,Reactive,88,48.501606634478655,0.22311598202075975,48.058139460859316,48.945073808097995,8.45371712893213e-121,47.76462595211742,49.23858731683989,2.789726652547603e-119,36,True,physical_path
attrition_exit_mass,duration_attrition,0.375,Model-guided constrained SAC,Reactive,88,49.34924744757904,0.22989455582260923,48.89230712453378,49.8061877706243,2.5256572489311763e-120,48.58987626723251,50.108618627925566,8.082103196579764e-119,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Passive,Reactive,88,379.23137734121724,2.2658593073764113,374.7277366169602,383.73501806547426,6.0630254072225356e-111,371.7469536645241,386.7158010179104,1.4551260977334085e-109,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Projected stochastic MPC,Reactive,88,14.178585844000937,0.1854044417289099,13.810074440177157,14.547097247824716,1.440695986703173e-81,13.566171212199878,14.791000475801996,2.0169743813844424e-80,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Behaviour cloning,Reactive,88,25.30500213972131,0.13046818062859772,25.04568250342005,25.56432177602257,1.6858380262329378e-116,24.87404901876942,25.7359552606732,4.551762670828932e-115,36,True,physical_path
attrition_exit_mass,duration_attrition,0.5,Model-guided constrained SAC,Reactive,88,26.25236899155009,0.13561994533444607,25.98280966505469,26.52192831804549,2.0007382917350782e-116,25.804398931543034,26.700339051557144,5.201919558511203e-115,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Passive,Reactive,88,344.80077729993,2.1919680617275628,340.44400342746155,349.1575511723985,1.3140087976702256e-108,337.5604258772529,352.04112872260714,2.759418475107474e-107,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Projected stochastic MPC,Reactive,88,8.585333731759867,0.13105189669990008,8.32485389656119,8.845813566958544,8.050670422703784e-76,8.1524525218175,9.018214941702235,9.660804507244541e-75,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Behaviour cloning,Reactive,88,11.078453861272852,0.10247572996556868,10.874772251731402,11.282135470814302,1.6437200678399956e-94,10.739963392273355,11.416944330272349,2.7943241153279924e-93,36,True,physical_path
attrition_exit_mass,duration_attrition,0.625,Model-guided constrained SAC,Reactive,88,11.950417681055443,0.10605824780132173,11.73961542939471,12.161219932716175,4.597222703205122e-96,11.600093696521775,12.300741665589111,8.27500086576922e-95,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Passive,Reactive,88,269.5755490662678,1.4155868891337886,266.7619168421166,272.389181290419,8.270584202913177e-116,264.8996841549036,274.251413977632,2.067646050728294e-114,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Projected stochastic MPC,Reactive,88,1.579385884774725,0.06400193815144536,1.4521751024671607,1.7065966670822894,4.7407872531609e-41,1.367979280800901,1.7907924887485491,2.37039362658045e-40,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Behaviour cloning,Reactive,88,2.027970710831409,0.06282196616250013,1.9031052506211155,2.1528361710417028,3.338339673088952e-50,1.8204617055580632,2.235479716104755,2.003003803853371e-49,36,True,physical_path
attrition_exit_mass,duration_attrition,0.75,Model-guided constrained SAC,Reactive,88,2.5306247051155655,0.060082468173269586,2.411204293796063,2.650045116435068,1.1910967472464088e-59,2.332164612784917,2.729084797446214,8.33767723072486e-59,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Passive,Reactive,88,138.81901982764595,0.6584792278577654,137.51022106110148,140.12781859419042,1.2122450018440991e-119,136.64397854968783,140.99406110560406,3.7579595057167073e-118,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Projected stochastic MPC,Reactive,88,-4.245221248554746,0.05098762033647623,-4.3465646649940455,-4.143877832115446,9.753307126057427e-85,-4.413639892917279,-4.0768026041922125,1.5605291401691883e-83,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Behaviour cloning,Reactive,88,-3.9735676640969757,0.04985493849599029,-4.07265975272972,-3.8744755754642317,4.1479228517950705e-83,-4.1382449151799285,-3.808890413014023,6.221884277692606e-82,36,True,physical_path
attrition_exit_mass,duration_attrition,0.875,Model-guided constrained SAC,Reactive,88,-3.8510753699039166,0.05130295414918333,-3.953045546440818,-3.7491051933670154,7.088704708236744e-81,-4.020535602261876,-3.6816151375459576,9.215316120707766e-80,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
attrition_exit_mass,duration_attrition,1.0,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Reactive,Passive,88,-10956.602631125514,43.706650385503046,-11043.474331392257,-10869.73093085877,3.548200645638257e-126,-11100.971298636901,-10812.233963614126,1.2773522324297726e-124,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Projected stochastic MPC,Passive,88,-8636.207747664754,36.51362736271922,-8708.782535801753,-8563.632959527755,5.552230256465184e-124,-8756.81693829977,-8515.598557029738,1.8322359846335108e-122,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Behaviour cloning,Passive,88,-4831.092599014058,36.81766389617643,-4904.271692682861,-4757.913505345255,8.726037718867959e-102,-4952.7060612833175,-4709.479136744798,5.235622631320775e-101,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Model-guided constrained SAC,Passive,88,-4786.151515809238,36.601360449486386,-4858.900682956064,-4713.402348662412,1.1766818379718828e-101,-4907.050500073405,-4665.252531545071,5.883409189859414e-101,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Reactive,Passive,88,-9888.71711895846,44.0364581238865,-9976.244347817348,-9801.189890099573,5.038731032410081e-122,-10034.17518369671,-9743.25905422021,1.5116193097230243e-120,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Projected stochastic MPC,Passive,88,-8752.54415894105,36.362184662580994,-8824.817938313066,-8680.270379569032,1.2101919129996888e-124,-8872.653114929153,-8632.435202952945,4.2356716954989106e-123,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Behaviour cloning,Passive,88,-5535.520855954471,39.375657441056916,-5613.78423877733,-5457.257473131612,2.22845046280947e-104,-5665.58369872578,-5405.458013183162,1.782760370247576e-103,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Model-guided constrained SAC,Passive,88,-5486.7041221966365,39.226155987732724,-5564.670354692758,-5408.737889700515,3.452440067506896e-104,-5616.273142508044,-5357.135101885229,2.416708047254827e-103,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Reactive,Passive,88,-9549.459149518778,43.648759975166236,-9636.215786326511,-9462.702512711045,4.847312712076554e-121,-9693.636597585795,-9405.28170145176,1.3087744322606698e-119,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Projected stochastic MPC,Passive,88,-8809.378875623841,37.04183264663561,-8883.00352895753,-8735.754222290152,3.4459858864407083e-124,-8931.732796004533,-8687.024955243149,1.1716352013898408e-122,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Behaviour cloning,Passive,88,-6501.37544275537,42.444340275637934,-6585.7381649938125,-6417.012720516928,1.3174920754346646e-107,-6641.574538200723,-6361.176347310018,1.8444889056085304e-106,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Model-guided constrained SAC,Passive,88,-6449.896387503913,42.638775250968465,-6534.645570309553,-6365.147204698273,3.8999204428779e-107,-6590.737726590873,-6309.055048416953,5.06989657574127e-106,36,True,physical_path
waiting_exposure,waiting_exposure,0.375,Reactive,Passive,88,-9251.99604337342,46.75796727275704,-9344.932566355023,-9159.059520391816,2.9751893907635625e-117,-9406.443601609271,-9097.548485137568,6.842935598756194e-116,36,True,physical_path
waiting_exposure,waiting_exposure,0.375,Projected stochastic MPC,Passive,88,-8766.334154096887,41.02382966073826,-8847.87345767307,-8684.794850520704,3.744949156105631e-120,-8901.841120933663,-8630.82718726011,9.736867805874641e-119,36,True,physical_path
waiting_exposure,waiting_exposure,0.375,Behaviour cloning,Passive,88,-7368.851689146418,46.698853221832735,-7461.670716550845,-7276.0326617419905,1.001665746123427e-108,-7523.103986096222,-7214.599392196614,1.702831768409826e-107,36,True,physical_path
waiting_exposure,waiting_exposure,0.375,Model-guided constrained SAC,Passive,88,-7314.546525857901,47.165186907193124,-7408.292441957334,-7220.8006097584675,4.501354405668008e-108,-7470.339182734107,-7158.753868981694,7.202167049068812e-107,36,True,physical_path
waiting_exposure,waiting_exposure,0.5,Reactive,Passive,88,-8904.408469536029,54.58244262408833,-9012.896984525027,-8795.919954547031,5.584994940522548e-110,-9084.701272614118,-8724.11566645794,1.0611490386992841e-108,36,True,physical_path
waiting_exposure,waiting_exposure,0.5,Projected stochastic MPC,Passive,88,-8592.53910390453,49.407703288445184,-8690.742264134939,-8494.335943674121,2.1773548057655223e-112,-8755.739079780895,-8429.339128028165,4.3547096115310446e-111,36,True,physical_path
waiting_exposure,waiting_exposure,0.5,Behaviour cloning,Passive,88,-7886.004081459225,53.43988849386394,-7992.221646396825,-7779.786516521624,3.336445012993695e-106,-8062.52288181953,-7709.48528109892,3.3364450129936946e-105,36,True,physical_path
waiting_exposure,waiting_exposure,0.5,Model-guided constrained SAC,Passive,88,-7828.782733153992,53.18935936933333,-7934.5023443288965,-7723.063121979088,4.173597781357096e-106,-8004.474003709056,-7653.091462598928,3.7562380032213864e-105,36,True,physical_path
waiting_exposure,waiting_exposure,0.625,Reactive,Passive,88,-8331.437134660657,54.156294326152796,-8439.078633763493,-8223.79563555782,9.042825497201896e-108,-8510.322315297022,-8152.55195402429,1.3564238245802843e-106,36,True,physical_path
waiting_exposure,waiting_exposure,0.625,Projected stochastic MPC,Passive,88,-8195.465095313395,50.3743039636152,-8295.589479050761,-8095.340711576028,7.079568425467322e-110,-8361.857877095934,-8029.072313530855,1.274322316584118e-108,36,True,physical_path
waiting_exposure,waiting_exposure,0.625,Behaviour cloning,Passive,88,-7878.487915828737,52.29009291341091,-7982.4201375484945,-7774.555694108979,5.502094592561069e-107,-8051.208794033115,-7705.767037624359,6.602513511073282e-106,36,True,physical_path
waiting_exposure,waiting_exposure,0.625,Model-guided constrained SAC,Passive,88,-7825.187635799568,52.483984934408774,-7929.505238905995,-7720.870032693141,1.365667174723208e-106,-7998.54896419781,-7651.826307401326,1.5022338921955288e-105,36,True,physical_path
waiting_exposure,waiting_exposure,0.75,Reactive,Passive,88,-6621.12140236578,34.02988085344023,-6688.7594753715675,-6553.483329359993,1.2821927222193602e-116,-6733.526459972574,-6508.716344758986,2.692604716660656e-115,36,True,physical_path
waiting_exposure,waiting_exposure,0.75,Projected stochastic MPC,Passive,88,-6689.161226956349,32.69402058109739,-6754.144133021782,-6624.178320890916,1.631729942199582e-118,-6797.153766884518,-6581.168687028181,4.079324855498955e-117,36,True,physical_path
waiting_exposure,waiting_exposure,0.75,Behaviour cloning,Passive,88,-6531.647377490491,32.725718088396164,-6596.6932857839365,-6466.601469197045,1.404914531028176e-117,-6639.744618347506,-6423.550136633476,3.371794874467622e-116,36,True,physical_path
waiting_exposure,waiting_exposure,0.75,Model-guided constrained SAC,Passive,88,-6491.652412666317,33.26294828848443,-6557.7661241545775,-6425.538701178057,9.841882662156331e-117,-6601.524193723726,-6381.780631608908,2.1652141856743926e-115,36,True,physical_path
waiting_exposure,waiting_exposure,0.875,Reactive,Passive,88,-3359.9818950692857,15.289506128859557,-3390.371444072414,-3329.5923460661575,3.290913393629451e-121,-3410.4850932613576,-3309.4786968772137,9.214557502162462e-120,36,True,physical_path
waiting_exposure,waiting_exposure,0.875,Projected stochastic MPC,Passive,88,-3577.3115377271856,15.69642191883549,-3608.5098759243792,-3546.113199529992,1.393085708955579e-122,-3629.1588309224207,-3525.4642445319505,4.457874268657852e-121,36,True,physical_path
waiting_exposure,waiting_exposure,0.875,Behaviour cloning,Passive,88,-3500.1816870894545,15.553311388312643,-3531.095577610998,-3469.267796567911,4.1751030979912303e-122,-3551.556267861839,-3448.80710631707,1.2942819603772813e-120,36,True,physical_path
waiting_exposure,waiting_exposure,0.875,Model-guided constrained SAC,Passive,88,-3481.794822004154,15.818692594005432,-3513.2361864079107,-3450.353457600397,2.867282091495644e-121,-3534.0459909092483,-3429.5436530990596,8.315118065337367e-120,36,True,physical_path
waiting_exposure,waiting_exposure,1.0,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_exposure,waiting_exposure,1.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_exposure,waiting_exposure,1.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_exposure,waiting_exposure,1.0,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Passive,Reactive,88,10956.602631125514,43.706650385503046,10869.73093085877,11043.474331392257,3.548200645638257e-126,10812.233963614126,11100.971298636901,1.0999422001478597e-124,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Projected stochastic MPC,Reactive,88,2320.394883460761,39.868813326350136,2241.1512999161787,2399.638467005343,1.894628544246445e-71,2188.703083599233,2452.0866833222885,2.2735542530957337e-70,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Behaviour cloning,Reactive,88,6125.510032111456,41.28499056890285,6043.451642951378,6207.568421271534,2.0839523733501375e-106,5989.140417325564,6261.879646897348,3.542719034695234e-105,36,True,physical_path
waiting_exposure,waiting_exposure,0.0,Model-guided constrained SAC,Reactive,88,6170.4511153162775,41.45283414383478,6088.059118876653,6252.843111755902,1.5720505974132302e-106,6033.527091692153,6307.375138940402,2.8296910753438144e-105,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Passive,Reactive,88,9888.71711895846,44.0364581238865,9801.189890099573,9976.244347817348,5.038731032410081e-122,9743.25905422021,10034.17518369671,1.4612319993989236e-120,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Projected stochastic MPC,Reactive,88,1136.1729600174097,23.882279937885436,1088.70434262964,1183.6415774051793,4.617007013956692e-64,1057.2867287149513,1215.059191319868,4.617007013956692e-63,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Behaviour cloning,Reactive,88,4353.196263003989,21.817922232208264,4309.830780088186,4396.561745919792,1.4444073858131967e-117,4281.128869764087,4425.263656243891,3.626167713966113e-116,36,True,physical_path
waiting_exposure,waiting_exposure,0.125,Model-guided constrained SAC,Reactive,88,4402.012996761823,22.053686545127217,4358.178906745159,4445.847086778487,1.3946798899869665e-117,4329.166843781638,4474.859149742008,3.626167713966113e-116,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Passive,Reactive,88,9549.459149518778,43.648759975166236,9462.702512711045,9636.215786326511,4.847312712076554e-121,9405.28170145176,9693.636597585795,1.3087744322606698e-119,36,True,physical_path
waiting_exposure,waiting_exposure,0.25,Projected stochastic MPC,Reactive,88,740.0802738949366,16.88758987450468,706.5143604042913,773.6461873855818,4.4011905008238894e-61,684.2984002862989,795.8621475035742,3.080833350576723e-60,36,True,physical_path
