base_path_id,baseline_loss,regime_loss,regime_action_loss,information_regime,false_warning_cost,interpretation
test_016_45a90ccef8bd,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_017_ebd333a3cdba,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_018_9466cee538c9,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_019_9d2b7462a57a,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_020_701c8d28bc45,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_021_69299bc5d0bf,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_022_1b3e72c80b5f,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_023_90a8af416c5a,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_024_e90f261f99e2,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_025_0c3eeaae0824,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_026_770d47ae1768,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_027_df5d670513fa,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_028_e9fb02365dd3,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_029_b44f60718c5a,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_030_038f4c53d11f,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_031_0a6ff70351b5,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_032_efdf826e6bc3,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_033_de0c441dba67,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_034_a00d80b83640,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_035_51fd398978b7,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_036_7eb6ac1ca077,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_037_f096257ecaa4,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_038_b05abc6e01b3,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_039_9c0d1ebe6c19,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_040_11a8950c659e,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_041_e58f21dcc209,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
test_042_a77d2ece213a,17.06685282076053,16.984771042563583,16.984771042563583,IF,-0.0820817781969474,positive means information increased loss without a physical disruption
