warning_scenario,base_path_id,base_physical_path_sha256,total_blocked,peak_blocked,mean_serviceability,minimum_serviceability,recovery_rate,weeks
GT,test_039_9c0d1ebe6c19,a764716cc7f8aeab39c2c2f073ba3bf25b0853e49b15690e7a526a3355477947,1695.6044580463654,113.85464656049392,0.34291416981509465,0.0,0.020999164172380343,29
GT,test_040_11a8950c659e,ce3f9b7a7902becf4bdfbdd9494b3f00f7d8b741e45d94aec742b61d96ed6b99,1638.274965498257,120.3301955243697,0.3481004665027505,0.0,0.018059082285854313,29
GT,test_041_e58f21dcc209,20e0bcb4b669443da2e153571c054142078f1a87cfd8564b8fb31b4d19884070,1722.2036863070757,110.55985327551471,0.3339831578753248,0.0,0.017134450706552656,29
GT,test_042_a77d2ece213a,50867af1413e5b1f4a57b100697daff06a7a7ddbbedf8273b0f515bdaa98e6d9,1598.7356934770337,100.92115565754176,0.34564097314577585,0.0,0.02068507524780666,29
GT,test_043_f1174106175c,e1c05921a15b70c43f0abce37906cec0d00142a1459fb9059ceffadf5f4c1ace,1789.4790178034134,110.63938845675801,0.3360709634004556,0.0,0.020709823240554297,29
GT,test_044_ed401c94714a,cdd3e3788096b9dacb2df0d0b62a1cb28d51b122523dcf031887b030038a9f0b,1666.8620327976778,120.78804375266085,0.33870383243957947,0.0,0.018240016267084224,29
GT,test_045_af7d3f616c1d,0760d304a5c54d302e032eaa6ef8974da5965cac272efb3a66af257287e72ea4,1729.8693849615547,118.83996428368833,0.33663856536850584,0.0,0.016603377095334337,29
GT,test_046_e35b743e6617,c0048e37b8520d7bfa898229e339686779b407fa7d2b062c359012d56267e7ec,1720.351387926483,105.1217678728909,0.3367822373783499,0.0,0.01646318671154209,29
GT,test_047_20c1f89391c1,f2130b5fd299cb2fd05ecda0fd2c152640207395401d37a5f1e7253bbd0a35d8,1734.4783535571994,111.00367856568816,0.3370089354343441,0.0,0.01623717289208456,29
GT,test_048_eeaf6a6a0a15,ebcee93a99cde79ceee231d38070645a6f701ecc4eb97b1e8abf3b74f65be4df,1693.8488094307506,118.68830707321018,0.34862158917935065,0.0,0.020139264758425174,29
