controller_id,information_regime,capacity_rights,path_id,period_offset,candidate_id,nested_formal_objective,teacher_hash
IL_R,IL,R,training_000_60a9d350b650__IL,4,release_full,18683.281714383906,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,5,release_full,19826.20334986684,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,6,release_full,20948.091703206603,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,7,release_full,19527.500008661467,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,8,release_full,23238.6467988185,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,9,release_full,24092.015409157877,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,10,release_full,27416.868342123627,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,11,release_full,31285.316884116077,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,12,release_full,26690.881779311218,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,13,release_full,23093.113395263048,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,14,release_full,22189.154717039943,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,15,release_full,18091.37256171212,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,16,release_full,17303.3730892985,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,17,release_full,14539.585937557942,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,18,release_full,12269.615587804354,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
IL_R,IL,R,training_000_60a9d350b650__IL,19,release_full,10030.390204625595,fa74e70279e2d0ac6917309ccf2dfd94c0f12b6a73fc7e25ef6c42fc25609005
