selection_rule,required_paths_maximum,executed_paths,target_halfwidth,maximum_computational_paths,maximum_achieved_halfwidth,all_precision_targets_met
inherit 5.2.2 matched-path cap and audit every preregistered paired 5.2.4 contrast,2,88,2255.637825,196,64.02968709980178,True
