controller_id,information_regime,capacity_rights,policy,seed_index,training_seed,episode,training_loss,mean_formal_reward,mean_constraint_violation,constraint_dual,update_method,critic_loss_q1,critic_loss_q2,constraint_critic_loss,latent_policy_entropy,mean_log_standard_deviation,entropy_temperature,entropy_temperature_loss,target_entropy,period_update_count,reward_critic_q1_update_count,reward_critic_q2_update_count,constraint_critic_update_count,actor_update_count,entropy_temperature_update_count,constraint_dual_update_count,mean_projection_distance,projected_action_fraction
ORACLE_RD,ORACLE,RD,Constrained SAC,1,2577411,6,156641.56105940422,-275119.6759435252,13.145995694060767,162.23956209348324,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,6603454442.364985,6603454441.5344925,55.87373801973855,-0.4895461825140175,-1.4599290950770296,0.009797149183016,0.354651261156721,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0902683089132635,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,1,2577411,7,198128.77200234044,-270504.6505440243,20.22278491032701,204.70531040517,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,2178684827.174821,2178684803.116838,84.89052476356353,-1.4616150284079463,-1.4562731758153218,0.0086371897250859,0.3000337549014749,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0501740248187852,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,1,2577411,8,128890.40403486088,-134345.2326275283,5.360563262401008,215.9603932562121,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,469032733.1578799,469032729.45812833,4.13773875144386,-2.098819873588908,-1.4529288517673242,0.0077391879731352,0.2613821369997248,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0907561349590323,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,1,2577411,9,180461.92386294412,-275137.2187059603,13.146768740129737,243.56650761048448,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4089895987.8332295,4089895972.515768,31.727168754149822,-1.3286760905044626,-1.4505701095102437,0.0069945682702604,0.2408640062289937,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0908618453436578,1.0
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,1,0.0328644307072419,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,2,0.0323959250310974,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,3,0.0319075801628658,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,4,0.0313954876421749,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,5,0.0308556300918742,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,6,0.0302840859946732,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,7,0.0296773686015625,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,8,0.029032931523314,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,9,0.028349846376989,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,10,0.027629594701513,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,11,0.0268768134011939,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Behaviour cloning,2,1495234138,12,0.0260997187224165,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,1,19423.57142473888,-110409.12032759355,20.172660392485923,42.36078682422044,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4495196256.288526,4495196256.601386,437.55975456451296,-1.838299598307604,-1.4871363279878722,0.0296925593836074,1.2407774209780646,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.1620055404313834,0.5238095238095238
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,2,33850.3553486799,-133906.1232655346,5.359045801035715,53.61268300639544,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,5713493762.913027,5713493798.893623,15.20386641534604,-2.543891591321189,-1.4850121715819455,0.0212779846962747,0.7933893636930084,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0700554084811723,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,3,95593.73476076584,-275124.8291140216,13.14689977104138,81.21907252558232,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,17965375230.38704,17965375278.088703,125.7736982996679,-3.077417870944337,-1.4783148960248167,0.0166496486130911,0.5840091523366494,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0703076723907973,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,4,157137.32181957105,-270510.9498097553,20.22287588013044,123.6850118738562,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,5842506267.878726,5842506289.427394,154.20565289607978,-2.641624337769185,-1.472846083067266,0.0136434244517554,0.4741224558735487,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0371092301205188,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,5,105587.53501486612,-134350.30122546948,5.360624387689883,134.94022308800496,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,162675734.47747168,162675736.5128982,4.022521786643582,-3.9559455965180415,-1.4686186530344707,0.0116329635022483,0.3795593595732213,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0698080190564241,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,6,159877.14057330508,-275142.34509226,13.146797418666509,162.5463976672046,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,6791039809.178685,6791039830.605572,55.45343002483157,-2.0663834277850093,-1.464701920828282,0.0100581698769426,0.3463274334673995,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0689957378307343,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,7,210088.08709718185,-270517.6013974828,20.222256548709176,205.01103641949385,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,3520347218.100451,3520347244.25588,75.98479259604676,-1.727976704299922,-1.4613118209391127,0.0088481443098006,0.3051844590856284,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0353116490032887,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,8,133468.429613865,-134364.4962917636,5.361015135387985,216.2670682038086,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,744305558.6012448,744305557.7603357,3.8825197587285833,-0.9084701926603148,-1.4586480858416433,0.0078767603364504,0.2768834762050123,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0720891514505803,1.0
ORACLE_RD,ORACLE,RD,Constrained SAC,2,3815378800,9,183082.21157226304,-275150.2249654983,13.146613432633467,243.8728564123389,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4471734507.429915,4471734524.389333,32.17395486008021,-0.372584902068775,-1.4560238963680736,0.0070863854593961,0.2517649815165926,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0725755916807324,1.0
IF_RD,IF,RD,Behaviour cloning,0,2600895723,1,0.0323231603217924,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,2,0.0317911885227208,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,3,0.0312328635101895,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,4,0.0306444495296136,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,5,0.0300227890196516,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
